LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
111,Dabrafenibum,"Tafinlar, kaps. twarde, 50 mg",120 szt.,05909991078591,2023-01-01,1 rok 6 miesięcy,"1136.0, Inhibitory kinaz białkowych - dabrafenib","17794,08","18683,78","18683,78",B.59.,bezpłatny,0
110,Dabrafenibum,"Tafinlar, kaps. twarde, 50 mg",28 szt.,05909991078584,2023-01-01,1 rok 6 miesięcy,"1136.0, Inhibitory kinaz białkowych - dabrafenib","4151,95","4359,55","4359,55",B.59.,bezpłatny,0
113,Dabrafenibum,"Tafinlar, kaps. twarde, 75 mg",120 szt.,05909991078645,2023-01-01,1 rok 6 miesięcy,"1136.0, Inhibitory kinaz białkowych - dabrafenib","26691,12","28025,68","28025,68",B.59.,bezpłatny,0
112,Dabrafenibum,"Tafinlar, kaps. twarde, 75 mg",28 szt.,05909991078607,2023-01-01,1 rok 6 miesięcy,"1136.0, Inhibitory kinaz białkowych - dabrafenib","6227,93","6539,33","6539,33",B.59.,bezpłatny,0
114,Dacomitinibum,"Vizimpro, tabl. powl., 30 mg",30 szt.,05415062343968,2021-07-01,2 lata,"1224.0, Dakomitynib","9271,80","9735,39","9735,39",B.6.,bezpłatny,0
117,Daratumumabum,"Darzalex, roztwór do wstrzykiwań, 1800 mg (120 mg/ml)",1 fiol. 15 ml,05413868119596,2023-01-01,2 lata,"1187.0, Daratumumab","30824,11","32365,32","32365,32",B.54.,bezpłatny,0
116,Daratumumabum,"Darzalex, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol. 20 ml,05909991275235,2023-01-01,2 lata,"1187.0, Daratumumab","6849,80","7192,29","7192,29",B.54.,bezpłatny,0
115,Daratumumabum,"Darzalex, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol. 5 ml,05909991275228,2023-01-01,2 lata,"1187.0, Daratumumab","1712,46","1798,08","1798,07",B.54.,bezpłatny,0
118,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 20 μg/0,5 ml","1 amp.-strz.po 0,5 ml",05909990738779,2022-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","136,08","142,88","116,39",B.37.,bezpłatny,0
119,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 30 μg/0,3 ml","1 amp.-strz.po 0,3 ml",05909990738793,2022-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","204,12","214,33","174,58",B.37.,bezpłatny,0
120,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 40 μg/0,4 ml","1 amp.-strz.po 0,4 ml",05909990738847,2022-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","272,16","285,77","232,78",B.37.,bezpłatny,0
121,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 50 μg/0,5 ml","1 amp.-strz.po 0,5 ml",05909990738861,2022-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","340,20","357,21","290,97",B.37.,bezpłatny,0
122,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 60 μg/0,3 ml","1 amp.-strz.po 0,3 ml",05909990738885,2022-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","408,24","428,65","349,17",B.37.,bezpłatny,0
123,Darolutamidum,"Nubeqa, tabl. powl., 300 mg",112 szt.,05908229303337,2022-03-01,2 lata,"1241.0, Darolutamid","13214,88","13875,62","13875,62",B.56.,bezpłatny,0
124,Dazatynib,"Dasatinib Stada, tabl. powl., 100 mg",30 szt.,05909991386870,2023-03-01,3 lata,"1059.0, Dazatynib","3985,20","4184,46","4184,46",B.65.,bezpłatny,0
125,Dazatynib,"Dasatinib Stada, tabl. powl., 140 mg",30 szt.,05909991386900,2023-03-01,3 lata,"1059.0, Dazatynib","5579,28","5858,24","5858,24",B.65.,bezpłatny,0
126,Dazatynib,"Dasatinib Stada, tabl. powl., 20 mg",60 szt.,05909991386733,2023-03-01,3 lata,"1059.0, Dazatynib","1594,08","1673,78","1673,78",B.65.,bezpłatny,0
127,Dazatynib,"Dasatinib Stada, tabl. powl., 50 mg",60 szt.,05909991386764,2023-03-01,3 lata,"1059.0, Dazatynib","3985,20","4184,46","4184,46",B.65.,bezpłatny,0
128,Dazatynib,"Dasatinib Stada, tabl. powl., 80 mg",30 szt.,05909991386825,2023-03-01,3 lata,"1059.0, Dazatynib","3188,16","3347,57","3347,57",B.65.,bezpłatny,0
129,Dazatynib,"Dasatinib Zentiva, tabl. powl., 100 mg",30 szt.,05909991418779,2023-01-01,3 lata,"1059.0, Dazatynib","4050,00","4252,50","4252,50",<1>B.14.; <2>B.65.,bezpłatny,0
130,Dazatynib,"Dasatinib Zentiva, tabl. powl., 140 mg",30 szt.,05909991418793,2023-01-01,3 lata,"1059.0, Dazatynib","5670,00","5953,50","5953,50",<1>B.14.; <2>B.65.,bezpłatny,0
131,Dazatynib,"Dasatinib Zentiva, tabl. powl., 20 mg",60 szt.,05909991418670,2023-01-01,3 lata,"1059.0, Dazatynib","1620,00","1701,00","1701,00",<1>B.14.; <2>B.65.,bezpłatny,0
132,Dazatynib,"Dasatinib Zentiva, tabl. powl., 50 mg",60 szt.,05909991418687,2023-01-01,3 lata,"1059.0, Dazatynib","4050,00","4252,50","4252,50",<1>B.14.; <2>B.65.,bezpłatny,0
133,Dazatynib,"Dasatinib Zentiva, tabl. powl., 80 mg",30 szt.,05909991418762,2023-01-01,3 lata,"1059.0, Dazatynib","3240,00","3402,00","3402,00",<1>B.14.; <2>B.65.,bezpłatny,0
134,Dazatynib,"Sprycel, tabl. powl., 100 mg",30 szt.,05909990671601,<1>2022-11-01/<2>2021-11-01,3 lata,"1059.0, Dazatynib","13589,39","14268,86","4252,50",<1>B.14.; <2>B.65.,bezpłatny,0
135,Dazatynib,"Sprycel, tabl. powl., 140 mg",30 szt.,05909990818655,<1>2022-11-01/<2>2021-11-01,3 lata,"1059.0, Dazatynib","19025,15","19976,41","5953,50",<1>B.14.; <2>B.65.,bezpłatny,0
136,Dazatynib,"Sprycel, tabl. powl., 20 mg",60 szt.,05909990621323,<1>2022-11-01/<2>2021-11-01,3 lata,"1059.0, Dazatynib","5435,76","5707,55","1701,00",<1>B.14.; <2>B.65.,bezpłatny,0
137,Dazatynib,"Sprycel, tabl. powl., 50 mg",60 szt.,05909990621354,<1>2022-11-01/<2>2021-11-01,3 lata,"1059.0, Dazatynib","13589,39","14268,86","4252,50",<1>B.14.; <2>B.65.,bezpłatny,0
138,Dazatynib,"Sprycel, tabl. powl., 80 mg",30 szt.,05909990818631,<1>2022-11-01/<2>2021-11-01,3 lata,"1059.0, Dazatynib","10871,51","11415,09","3402,00",<1>B.14.; <2>B.65.,bezpłatny,0
139,Denosumabum,"Xgeva, roztwór do wstrzykiwań, 120 mg","3 fiol.po 1,7 ml",05909990935024,2022-07-01,2 lata,"1137.0, Denosumabum","3549,80","3727,29","3727,29",B.134.,bezpłatny,0
140,Dexamethasonum,"Ozurdex, implant doszklistkowy, 700 μg",1 implant doszklistkowy z aplikatorem,05909990796663,2021-07-01,2 lata,"1161.1, Deksametazon w  postaci implantów do ciała szklistego","4201,20","4411,26","4411,26",B.70.,bezpłatny,0
141,Dimethylis fumaras,"Tecfidera, kaps. dojel. twarde, 120 mg",14 szt.,00646520415445,2022-09-01,1 rok 4 miesiące,"1145.0, Fumaran dimetylu","1021,68","1072,76","1072,76",B.29.,bezpłatny,0
142,Dimethylis fumaras,"Tecfidera, kaps. dojel. twarde, 240 mg",56 szt.,00646520415452,2022-09-01,1 rok 4 miesiące,"1145.0, Fumaran dimetylu","4086,72","4291,06","4291,06",B.29.,bezpłatny,0
143,Dinutuximabum beta,"Qarziba, koncentrat do sporządzania roztworu do infuzji, 4,5 mg/ml","1 fiol.po 4,5 ml",05060146291736,2022-09-01,2 lata,"1208.0, Dinutuksymab beta","39580,62","41559,65","41559,65",B.110.,bezpłatny,0
144,Dupilumabum,"Dupixent, roztwór do wstrzykiwań, 200 mg","2 amp-strzyk. po 1,14 ml",05909991404741,<1>2022-05-01/<2>2022-11-01,2 lata,"1230.0, Dupilumab","4884,93","5129,18","5129,18",<1>B.44.; <2>B.124.,bezpłatny,0
145,Dupilumabum,"Dupixent, roztwór do wstrzykiwań, 300 mg",2 amp.-strzyk. 2 ml z osłonką na igłę,05909991341435,<1>2022-05-01/<2>2022-11-01,2 lata,"1230.0, Dupilumab","4884,93","5129,18","5129,18",<1>B.44.; <2>B.124.,bezpłatny,0
146,Durvalumabum,"Imfinzi, koncentrat do sporządzania roztworu do infuzji, 50 mg/ml",1 fiol.a 10 ml,05000456031493,2023-03-01,2 lata,"1218.0, Durwalumab","9828,00","10319,40","10319,40",B.6.,bezpłatny,0
147,Durvalumabum,"Imfinzi, koncentrat do sporządzania roztworu do infuzji, 50 mg/ml","1 fiol.a 2,4 ml",05000456031486,2023-01-01,2 lata,"1218.0, Durwalumab","2358,72","2476,66","2476,66",B.6.,bezpłatny,0
148,Eculizumabum,"Soliris, koncentrat do sporządzania roztworu do infuzji, 300 mg",1 fiol. 30 ml,05909990643776,<1>2022-01-01/<2>2022-03-01,<1>1 rok 10 miesięcy/<2>2 lata,"1171.0, Ekulizumab","18361,08","19279,13","19279,13",<1>B.95.; <2>B.96.,bezpłatny,0
149,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246488,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","2592,00","2721,60","2721,60",B.15.,bezpłatny,0
150,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1500 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246495,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","3888,00","4082,40","4082,40",B.15.,bezpłatny,0
151,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246501,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","5184,00","5443,20","5443,20",B.15.,bezpłatny,0
152,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246457,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","648,00","680,40","680,40",B.15.,bezpłatny,0
153,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246518,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","7776,00","8164,80","8164,80",B.15.,bezpłatny,0
154,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246464,2022-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1296,00","1360,80","1360,80",B.15.,bezpłatny,0
155,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441673,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","4201,20","4411,26","2719,15",B.15.,bezpłatny,0
156,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441680,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","8402,40","8822,52","5438,30",B.15.,bezpłatny,0
157,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441659,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","1050,30","1102,82","679,79",B.15.,bezpłatny,0
158,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441697,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","12603,60","13233,78","8157,45",B.15.,bezpłatny,0
159,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441666,2021-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","2100,60","2205,63","1359,58",B.15.,bezpłatny,0
160,Elbasvirum + Grazoprevirum,"Zepatier, tabl. powl., 50+100 mg",28 szt.,05901549325102,2021-05-01,3 lata,"1135.5, Leki przeciwwirusowe - elbaswir, grazoprewir","43092,00","45246,60","45246,60",B.71.,bezpłatny,0
161,Eliglustatum,"Cerdelga, kaps. twarde, 84 mg",56 szt.,05909991205942,2022-03-01,2 lata,"1204.0, Eliglustat","81253,99","85316,69","85316,69",B.23.,bezpłatny,0
162,Elotuzumabum,"Empliciti, proszek do sporządzania koncentratu roztworu do infuzji, 300 mg",1 fiol.,08027950032181,2023-01-01,2 lata,"1269.0, Elotuzumab","6264,00","6577,20","6577,20",B.54.,bezpłatny,0
163,Elotuzumabum,"Empliciti, proszek do sporządzania koncentratu roztworu do infuzji, 400 mg",1 fiol.,08027950032198,2023-01-01,2 lata,"1269.0, Elotuzumab","8352,00","8769,60","8769,60",B.54.,bezpłatny,0
164,Eltrombopagum,"Revolade, tabl. powl., 25 mg",28 szt.,05909990748204,<1><3>2021-11-01/<2>2023-03-01,2 lata,"1172.0, Eltrombopag","3218,23","3379,14","3379,14",<1>B.97.; <2>B.98.; <3>B.127.,bezpłatny,0
165,Eltrombopagum,"Revolade, tabl. powl., 50 mg",28 szt.,05909990748235,<1><3>2021-11-01/<2>2023-03-01,2 lata,"1172.0, Eltrombopag","6436,45","6758,27","6758,27",<1>B.97.; <2>B.98.; <3>B.127.,bezpłatny,0
166,Encorafenibum,"Braftovi, kaps. twarde, 50 mg",28 szt.,03573994003939,2022-09-01,2 lata,"1213.0, Enkorafenib","2923,20","3069,36","2946,58",B.59.,bezpłatny,0
167,Encorafenibum,"Braftovi, kaps. twarde, 75 mg",42 szt.,03573994003946,2022-09-01,2 lata,"1213.0, Enkorafenib","6314,10","6629,81","6629,81",B.59.,bezpłatny,0
168,Entecavirum,"Entecavir Aurovitas, tabl. powl., 0,5 mg",30 szt.,05909991363734,<1>2023-01-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","86,94","91,29","91,29",<1>B.1.; <2>B.106.,bezpłatny,0
169,Entecavirum,"Entecavir Aurovitas, tabl. powl., 1 mg",30 szt.,05909991363826,2023-01-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","173,88","182,57","182,57",B.1.,bezpłatny,0
170,Entecavirum,"Entecavir Polpharma, tabl. powl., 0,5 mg",30 szt.,05909991337957,<1>2021-01-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","410,40","430,92","379,89",<1>B.1.; <2>B.106.,bezpłatny,0
171,Entecavirum,"Entecavir Polpharma, tabl. powl., 1 mg",30 szt.,05909991337971,2021-01-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","820,80","861,84","759,78",B.1.,bezpłatny,0
172,Entecavirum,"Entekavir Adamed , tabl. powl., 0,5 mg",30 szt.,05906414003123,<1>2021-03-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","361,80","379,89","379,89",<1>B.1.; <2>B.106.,bezpłatny,0
173,Entecavirum,"Entekavir Adamed , tabl. powl., 1 mg",30 szt.,05906414003130,2021-03-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","723,60","759,78","759,78",B.1.,bezpłatny,0
174,Entecavirum monohydricum,"Entecavir Accord, tabl. powl., 0,5 mg",30 szt.,05055565742532,<1>2021-01-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","215,95","226,75","226,75",<1>B.1.; <2>B.106.,bezpłatny,0
175,Entecavirum monohydricum,"Entecavir Accord, tabl. powl., 1 mg",30 szt.,05055565742549,2021-01-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","431,89","453,48","453,48",B.1.,bezpłatny,0
176,Entecavirum monohydricum,"Entecavir Zentiva, tabl. powl., 0,5 mg",30 szt.,05909991369576,<1>2022-03-01/<2>2022-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","87,48","91,85","91,85",<1>B.1.; <2>B.106.,bezpłatny,0
177,Entecavirum monohydricum,"Entecavir Zentiva, tabl. powl., 1 mg",30 szt.,05909991369590,2022-03-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","174,96","183,71","183,71",B.1.,bezpłatny,0
178,Entrectinibum,"Rozlytrek, kaps. twarde, 100 mg",30 szt.,07613326024891,2023-01-01,2 lata,"1270.0, Entrektynib","5095,23","5349,99","5349,99",B.6.,bezpłatny,0
179,Entrectinibum,"Rozlytrek, kaps. twarde, 200 mg",90 szt.,07613326024624,2023-01-01,2 lata,"1270.0, Entrektynib","30571,39","32099,96","32099,96",B.6.,bezpłatny,0
180,Enzalutamidum,"Xtandi, kaps. miękkie, 40 mg",112 szt.,05909991080938,2022-03-01,2 lata,"1168.0, Enzalutamid","13296,96","13961,81","13961,81",B.56.,bezpłatny,0
181,Enzalutamidum,"Xtandi, tabl. powl., 40 mg",112 szt.,05909991415242,2022-03-01,2 lata,"1168.0, Enzalutamid","13296,96","13961,81","13961,81",B.56.,bezpłatny,0
182,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 1000 j.m./0,5 ml","6 amp.-strz.po 0,5 ml",05909990072378,2022-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","162,00","170,10","170,10",B.37.,bezpłatny,0
183,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 2000 j.m./ml",6 amp-strz.po 1 ml,05909990072392,2022-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","324,00","340,20","340,20",B.37.,bezpłatny,0
184,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 3000 j.m./0,3 ml","6 amp-strz.po 0,3 ml",05909990072439,2022-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","486,00","510,30","510,30",B.37.,bezpłatny,0
185,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 4000 j.m./0,4 ml","6 amp-strz.po 0,4 ml",05909990072453,2022-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","648,00","680,40","680,40",B.37.,bezpłatny,0
186,Epoprostenolum,"Veletri, proszek do sporządzania roztworu do infuzji, 0,5 mg",1 fiol.,05909991089085,2020-11-01,3 lata,"1130.0, Epoprostenol","94,28","98,99","98,99",B.31.,bezpłatny,0
187,Epoprostenolum,"Veletri, proszek do sporządzania roztworu do infuzji, 1,5 mg",1 fiol.,05909991089092,2020-11-01,3 lata,"1130.0, Epoprostenol","282,85","296,99","296,99",B.31.,bezpłatny,0
188,Erenumabum,"Aimovig, roztwór do wstrzykiwań, 140 mg/ml",1 wstrzykiwacz 1 ml,07613421024604,2022-07-01,2 lata,"1245.0, Erenumab","1974,05","2072,75","2072,75",B.133.,bezpłatny,0
189,Etanerceptum,"Enbrel, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań do stosowania u dzieci, 10 mg/ml",4 fiol. + 4 amp.-strz.+ 4 igły + 4 nasadki na fiol. + 8 gazików,05909990880881,2022-09-01,2 lata,"1050.21, blokery TNF - etanercept - 2","550,80","578,34","578,34",B.33.,bezpłatny,0
190,Etanerceptum,"Enbrel, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 25 mg/ml",4 fiol. + 4 amp.-strz.+ 4 igły + 4 nasadki na fiol. + 8 gazików,05909990777938,<1><2><3>2022-09-01/<4>2021-11-01/<5>2023-01-01,<1><2><3><5>2 lata/<4>3 lata,"1050.21, blokery TNF - etanercept - 2","1377,00","1445,85","1445,85",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
191,Etanerceptum,"Enbrel, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg",4 amp.-strz.po 1 ml + 4 gaziki z alkoholem,05909990618255,2021-11-01,3 lata,"1050.2, blokery TNF - etanercept","2754,00","2891,70","2891,70",B.47.,bezpłatny,0
192,Etanerceptum,"Enbrel, roztwór do wstrzykiwań we wstrzykiwaczu, 50 mg",4 wstrz.po 1 ml + 4 gaziki z alkoholem,05909990712755,2021-11-01,3 lata,"1050.2, blokery TNF - etanercept","2754,00","2891,70","2891,70",B.47.,bezpłatny,0
193,Etanerceptum,"Erelzi, roztwór do wstrzykiwań, 25 mg","4 amp.-strzyk. 0,5 ml",09002260025770,<1><2><3>2020-11-01/<4>2022-11-01/<5>2023-01-01,<1><2><3><4>3 lata/<5>2 lata,"1050.2, blokery TNF - etanercept","1026,00","1077,30","1077,30",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
195,Etanerceptum,"Erelzi, roztwór do wstrzykiwań, 50 mg",4 amp.-strzyk.,09002260025794,<1><2><3>2020-11-01/<4>2022-11-01/<5>2023-01-01,<1><2><3><4>3 lata/<5>2 lata,"1050.2, blokery TNF - etanercept","2052,00","2154,60","2154,60",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
194,Etanerceptum,"Erelzi, roztwór do wstrzykiwań, 50 mg",4 wstrzykiwacze 1 ml,09002260025787,<1><2><3>2020-11-01/<4>2022-11-01/<5>2023-01-01,<1><2><3><4>3 lata/<5>2 lata,"1050.2, blokery TNF - etanercept","2052,00","2154,60","2154,60",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
196,Everolimusum,"Afinitor, tabl., 10 mg",30 szt.,05909990711598,<1>2022-07-01/<2>2020-11-01,<1>2 lata/<2>3 lata,"1086.0, Ewerolimus","12960,00","13608,00","8334,90",<1>B.10.; <2>B.53.,bezpłatny,0
197,Everolimusum,"Afinitor, tabl., 5 mg",30 szt.,05909990711567,<1>2022-07-01/<2>2020-11-01,<1>2 lata/<2>3 lata,"1086.0, Ewerolimus","9309,60","9775,08","4167,45",<1>B.10.; <2>B.53.,bezpłatny,0
198,Everolimusum,"Everolimus Accord, tabl., 10 mg",30 szt.,05909991383596,2022-03-01,3 lata,"1086.0, Ewerolimus","7938,00","8334,90","8334,90",B.10.; B.53.,bezpłatny,0
199,Everolimusum,"Everolimus Accord, tabl., 5 mg",30 szt.,05909991383565,2022-03-01,3 lata,"1086.0, Ewerolimus","3969,00","4167,45","4167,45",B.10.; B.53.,bezpłatny,0
200,Everolimusum,"Everolimus Stada, tabl., 10 mg",30 szt.,05909991372538,2022-05-01,<1>2 lata/<2>3 lata,"1086.0, Ewerolimus","4536,00","4762,80","4762,80",<1>B.10.; <2>B.53.,bezpłatny,0
201,Everolimusum,"Everolimus Stada, tabl., 5 mg",30 szt.,05909991372514,2022-05-01,<1>2 lata/<2>3 lata,"1086.0, Ewerolimus","2268,00","2381,40","2381,40",<1>B.10.; <2>B.53.,bezpłatny,0
202,Everolimusum,"Everolimus Vipharm, tabl., 10 mg",30 szt.,05901812161307,2022-09-01,<1>2 lata/<2>3 lata,"1086.0, Ewerolimus","4536,00","4762,80","4762,80",<1>B.10.; <2>B.53.,bezpłatny,0
203,Everolimusum,"Everolimus Vipharm, tabl., 5 mg",30 szt.,05901812161277,2022-09-01,<1>2 lata/<2>3 lata,"1086.0, Ewerolimus","2268,00","2381,40","2381,40",<1>B.10.; <2>B.53.,bezpłatny,0
204,Everolimusum,"Votubia, tabl., 10 mg",30 szt.,05909990900602,2021-05-01,2 lata 4 miesiące,"1086.1, Ewerolimus - 2","14580,00","15309,00","15309,00",B.89.,bezpłatny,0
205,Everolimusum,"Votubia, tabl., 2,5 mg",30 szt.,05909990900565,2021-05-01,2 lata 4 miesiące,"1086.1, Ewerolimus - 2","5238,00","5499,90","5499,90",B.89.,bezpłatny,0
206,Everolimusum,"Votubia, tabl., 5 mg",30 szt.,05909990900589,2021-05-01,2 lata 4 miesiące,"1086.1, Ewerolimus - 2","10476,00","10999,80","10999,80",B.89.,bezpłatny,0
207,Evolocumabum,"Repatha, roztwór do wstrzykiwań, 140 mg",2 wstrzykiwacze,05909991224370,2022-11-01,2 lata,"1198.0, Ewolokumab","1700,14","1785,15","1785,15",B.101.,bezpłatny,0
208,Factor IX coagulationis humanus,"Immunine 1200 IU, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1200 j.m.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990645220,2022-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","1814,40","1905,12","1905,12",B.15.,bezpłatny,0
209,Factor IX coagulationis humanus,"Immunine 600 IU, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 600 j.m.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990643110,2022-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","907,20","952,56","952,56",B.15.,bezpłatny,0
210,Factor IX coagulationis humanus,"Octanine F 1000 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 1000 j.m.",1 fiol.,05909990799374,2022-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","1846,80","1939,14","1587,60",B.15.,bezpłatny,0
211,Factor IX coagulationis humanus,"Octanine F 500 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 500 j.m.",1 fiol.,05909990799367,2022-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","923,40","969,57","793,80",B.15.,bezpłatny,0
212,Factor VIII coagulationis humanus,"Beriate 1000, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji, 1000 j.m.",1 fiol.z prosz. + 1 fiol.z rozp.po 10 ml,05909991213695,2022-11-01,3 lata,"1090.2, Factor VIII coagulationis humanus","1846,80","1939,14","1939,14",B.15.,bezpłatny,0
