 B. Leki dostępne w ramach programu lekowego,,,,,,,,,,,,,
LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
107,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246518,2020-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","8650,80","9083,34","9083,34",B.15.,bezpłatny,0
108,Efmoroctocogum alfa,"Elocta, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 3 ml + zestaw do sporządzania i podania,05909991246464,2020-01-01,2 lata,"1090.1, Factor VIII coagulationis humanus recombinate","1441,80","1513,89","1513,89",B.15.,bezpłatny,0
109,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441673,2019-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","4644,00","4876,20","2812,32",B.15.,bezpłatny,0
110,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 2000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441680,2019-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","9288,00","9752,40","5624,64",B.15.,bezpłatny,0
111,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441659,2019-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","1161,00","1219,05","703,08",B.15.,bezpłatny,0
112,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 3000 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441697,2019-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","13932,00","14628,60","8436,96",B.15.,bezpłatny,0
113,Eftrenonacogum alpha,"Alprolix, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 IU",1 fiol. proszku + 1 amp.-strzyk. rozp. 5 ml + zestaw do podawania,07350031441666,2019-09-01,2 lata,"1091.1, Factor IX coagulationis humanus recombinate","2322,00","2438,10","1406,16",B.15.,bezpłatny,0
114,Elbasvirum + Grazoprevirum,"Zepatier, tabl. powl., 50+100 mg",28 szt.,05901549325102,2019-05-01,2 lata,"1135.5, Leki przeciwwirusowe - elbaswir, grazoprewir","45360,00","47628,00","47628,00",B.71.,bezpłatny,0
115,Eliglustatum,"Cerdelga, kaps. twarde, 84 mg",56 szt.,05909991205942,2020-03-01,2 lata,"1204.0, Eliglustat","85644,00","89926,20","89926,20",B.23.,bezpłatny,0
116,Eltrombopagum,"Revolade, tabl. powl., 25 mg",28 szt.,05909990748204,2021-03-01,2 lata,"1172.0, Eltrombopag","3218,23","3379,14","3379,14",B.97.; B.98.,bezpłatny,0
117,Eltrombopagum,"Revolade, tabl. powl., 50 mg",28 szt.,05909990748235,2021-03-01,2 lata,"1172.0, Eltrombopag","6436,45","6758,27","6758,27",B.97.; B.98.,bezpłatny,0
118,Encorafenibum,"Braftovi, kaps. twarde, 50 mg",28 szt.,03573994003939,2020-09-01,2 lata,"1213.0, Enkorafenib","3433,32","3604,99","3604,99",B.59.,bezpłatny,0
119,Encorafenibum,"Braftovi, kaps. twarde, 75 mg",42 szt.,03573994003946,2020-09-01,2 lata,"1213.0, Enkorafenib","6577,20","6906,06","6906,06",B.59.,bezpłatny,0
120,Entecavirum,"Entecavir Aurovitas, tabl. powl., 0,5 mg",30 szt.,05909991363734,2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","91,79","96,38","96,38",<1>B.1.; <2>B.106.,bezpłatny,0
121,Entecavirum,"Entecavir Aurovitas, tabl. powl., 1 mg",30 szt.,05909991363826,2020-01-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","183,58","192,76","192,76",B.1.,bezpłatny,0
122,Entecavirum,"Entecavir Polpharma, tabl. powl., 0,5 mg",30 szt.,05909991337957,<1>2021-01-01/<2>2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","410,40","430,92","430,92",<1>B.1.; <2>B.106.,bezpłatny,0
123,Entecavirum,"Entecavir Polpharma, tabl. powl., 1 mg",30 szt.,05909991337971,2021-01-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","820,80","861,84","861,84",B.1.,bezpłatny,0
124,Entecavirum,"Entecavir Stada, tabletki powlekane, 0,5 mg",30 tabl.,05909991338022,<1>2018-05-01/<2>2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","286,20","300,51","300,51",<1>B.1.; <2>B.106.,bezpłatny,0
125,Entecavirum,"Entecavir Stada, tabletki powlekane, 1 mg",30 tabl.,05909991338046,2018-05-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","572,40","601,02","601,02",B.1.,bezpłatny,0
126,Entecavirum,"Entecavir Synoptis, tabletki powlekane, 0,5 mg",30 szt.,05909991347451,<1>2019-07-01/<2>2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","91,80","96,39","96,39",<1>B.1.; <2>B.106.,bezpłatny,0
127,Entecavirum,"Entecavir Synoptis, tabletki powlekane, 1 mg",30 szt.,05909991347468,2019-07-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","183,60","192,78","192,78",B.1.,bezpłatny,0
128,Entecavirum,"Entecavir Zentiva, tabletki powlekane, 0,5 mg",30 tabl.,05909991369576,<1>2019-03-01/<2>2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","91,80","96,39","96,39",<1>B.1.; <2>B.106.,bezpłatny,0
129,Entecavirum,"Entecavir Zentiva, tabletki powlekane, 1 mg",30 tabl.,05909991369590,2019-03-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","183,60","192,78","192,78",B.1.,bezpłatny,0
130,Entecavirum,"Entekavir Adamed , tabl. powl., 0,5 mg",30 szt.,05906414003123,<1>2021-03-01/<2>2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","361,80","379,89","379,89",<1>B.1.; <2>B.106.,bezpłatny,0
131,Entecavirum,"Entekavir Adamed , tabl. powl., 1 mg",30 szt.,05906414003130,2021-03-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","723,60","759,78","759,78",B.1.,bezpłatny,0
132,Entecavirum monohydricum,"Entecavir Accord, tabl. powl., 0,5 mg",30 szt.,05055565742532,<1>2021-01-01/<2>2020-01-01,<1>3 lata/<2>2 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","215,95","226,75","226,75",<1>B.1.; <2>B.106.,bezpłatny,0
133,Entecavirum monohydricum,"Entecavir Accord, tabl. powl., 1 mg",30 szt.,05055565742549,2021-01-01,3 lata,"1051.2, analogi nukleozydowe/nukleotydowe inne niż lamiwudyna - entekawir","431,89","453,48","453,48",B.1.,bezpłatny,0
134,Enzalutamidum,"Xtandi, kapsułka miękka, 40 mg",112 kaps.,05909991080938,2019-09-01,2 lata,"1168.0, Enzalutamid","13296,96","13961,81","13961,81",B.56.,bezpłatny,0
135,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 1000 j.m./0,5 ml","6 amp.-strz.po 0,5 ml",05909990072378,2019-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","162,00","170,10","170,10",B.37.,bezpłatny,0
136,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 2000 j.m./ml",6 amp-strz.po 1 ml,05909990072392,2019-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","324,00","340,20","340,20",B.37.,bezpłatny,0
137,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 3000 j.m./0,3 ml","6 amp-strz.po 0,3 ml",05909990072439,2019-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","486,00","510,30","510,30",B.37.,bezpłatny,0
138,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 4000 j.m./0,4 ml","6 amp-strz.po 0,4 ml",05909990072453,2019-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","648,00","680,40","680,40",B.37.,bezpłatny,0
139,Epoprostenolum,"Veletri, proszek do sporządzania roztworu do infuzji, 0,5 mg",1 fiol.,05909991089085,2020-11-01,3 lata,"1130.0, Epoprostenol","94,28","98,99","98,99",B.31.,bezpłatny,0
140,Epoprostenolum,"Veletri, proszek do sporządzania roztworu do infuzji, 1,5 mg",1 fiol.,05909991089092,2020-11-01,3 lata,"1130.0, Epoprostenol","282,85","296,99","296,99",B.31.,bezpłatny,0
141,Etanerceptum,"Benepali, roztwór do wstrzykiwań w ampułko-strzykawce, 25 mg","4 amp.-strzyk. 0,51 ml",08809593170983,2019-05-01,3 lata,"1050.2, blokery TNF - etanercept","1137,24","1194,10","1077,30",B.33.; B.35.; B.36.; B.47.,bezpłatny,0
142,Etanerceptum,"Benepali, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg",4 amp.-wstrz.po 1 ml,08809593170969,2019-05-01,3 lata,"1050.2, blokery TNF - etanercept","2274,48","2388,20","2154,60",B.33.; B.35.; B.36.; B.47.,bezpłatny,0
143,Etanerceptum,"Benepali, roztwór do wstrzykiwań we wstrzykiwaczu, 50 mg",4 wstrz.po 1 ml,08809593170976,2019-05-01,3 lata,"1050.2, blokery TNF - etanercept","2274,48","2388,20","2154,60",B.33.; B.35.; B.36.; B.47.,bezpłatny,0
144,Etanerceptum,"Enbrel, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań do stosowania u dzieci, 10 mg/ml",4 fiol. + 4 amp.-strz.+ 4 igły + 4 nasadki na fiol. + 8 gazików,05909990880881,2019-09-01,3 lata,"1050.2, blokery TNF - etanercept","550,80","578,34","430,92",B.33.,bezpłatny,0
145,Etanerceptum,"Enbrel, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 25 mg/ml",4 fiol. + 4 amp.-strz.+ 4 igły + 4 nasadki na fiol. + 8 gazików,05909990777938,<1><2><3>2019-09-01/<4>2018-11-01/<5>2021-01-01,<1><2><3><4>3 lata/<5>2 lata,"1050.2, blokery TNF - etanercept","1377,00","1445,85","1077,30",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
146,Etanerceptum,"Enbrel, roztwór do wstrzykiwań w ampułko-strzykawce, 50 mg",4 amp.-strz.po 1 ml + 4 gaziki z alkoholem,05909990618255,<1><2><3>2019-07-01/<4>2018-11-01/<5>2020-09-01,<1><2><3><4>3 lata/<5>2 lata,"1050.2, blokery TNF - etanercept","2754,00","2891,70","2154,60",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
147,Etanerceptum,"Enbrel, roztwór do wstrzykiwań we wstrzykiwaczu, 50 mg",4 wstrz.po 1 ml + 4 gaziki z alkoholem,05909990712755,<1><2><3>2019-07-01/<4>2018-11-01/<5>2020-09-01,<1><2><3><4>3 lata/<5>2 lata,"1050.2, blokery TNF - etanercept","2754,00","2891,70","2154,60",<1>B.33.; <2>B.35.; <3>B.36.; <4>B.47.; <5>B.82.,bezpłatny,0
148,Etanerceptum,"Erelzi, roztwór do wstrzykiwań, 25 mg","4 amp.-strzyk. 0,5 ml",09002260025770,<1><2>2020-11-01/<3>2021-01-01,<1>3 lata/<2><3>2 lata,"1050.2, blokery TNF - etanercept","1026,00","1077,30","1077,30",<1>B.33.; B.35.; B.36.; <2>B.47.; <3>B.82.,bezpłatny,0
150,Etanerceptum,"Erelzi, roztwór do wstrzykiwań, 50 mg",4 amp.-strzyk.,09002260025794,<1><2>2020-11-01/<3>2021-01-01,<1>3 lata/<2><3>2 lata,"1050.2, blokery TNF - etanercept","2052,00","2154,60","2154,60",<1>B.33.; B.35.; B.36.; <2>B.47.; <3>B.82.,bezpłatny,0
149,Etanerceptum,"Erelzi, roztwór do wstrzykiwań, 50 mg",4 wstrzykiwacze 1 ml,09002260025787,<1><2>2020-11-01/<3>2021-01-01,<1>3 lata/<2><3>2 lata,"1050.2, blokery TNF - etanercept","2052,00","2154,60","2154,60",<1>B.33.; B.35.; B.36.; <2>B.47.; <3>B.82.,bezpłatny,0
151,Everolimusum,"Afinitor, tabl., 10 mg",30 szt.,05909990711598,<1>2019-07-01/<2>2020-11-01,3 lata,"1086.0, Ewerolimus","14580,00","15309,00","8505,00",<1>B.10.; <2>B.53.,bezpłatny,0
152,Everolimusum,"Afinitor, tabl., 5 mg",30 szt.,05909990711567,<1>2019-07-01/<2>2020-11-01,3 lata,"1086.0, Ewerolimus","10476,00","10999,80","4252,50",<1>B.10.; <2>B.53.,bezpłatny,0
153,Everolimusum,"Everolimus Accord, tabl., 10 mg",30 szt.,05909991383596,2019-03-01,3 lata,"1086.0, Ewerolimus","8100,00","8505,00","8505,00",B.10.; B.53.,bezpłatny,0
154,Everolimusum,"Everolimus Accord, tabl., 2,5 mg",30 szt.,05909991383480,2019-03-01,3 lata,"1086.0, Ewerolimus","2025,00","2126,25","2126,25",B.10.; B.53.,bezpłatny,0
155,Everolimusum,"Everolimus Accord, tabl., 5 mg",30 szt.,05909991383565,2019-03-01,3 lata,"1086.0, Ewerolimus","4050,00","4252,50","4252,50",B.10.; B.53.,bezpłatny,0
156,Everolimusum,"Everolimus Stada, tabl., 10 mg",30 szt.,05909991372538,2019-05-01,3 lata,"1086.0, Ewerolimus","4903,20","5148,36","5148,36",B.10.; B.53.,bezpłatny,0
157,Everolimusum,"Everolimus Stada, tabl., 10 mg",90 szt.,05909991372545,2019-05-01,3 lata,"1086.0, Ewerolimus","14709,60","15445,08","15445,08",B.10.; B.53.,bezpłatny,0
158,Everolimusum,"Everolimus Stada, tabl., 5 mg",30 szt.,05909991372514,2019-05-01,3 lata,"1086.0, Ewerolimus","2451,60","2574,18","2574,18",B.10.; B.53.,bezpłatny,0
159,Everolimusum,"Everolimus Stada, tabl., 5 mg",90 szt.,05909991372521,2019-05-01,3 lata,"1086.0, Ewerolimus","7354,80","7722,54","7722,54",B.10.; B.53.,bezpłatny,0
160,Everolimusum,"Votubia, tabl., 10 mg",30 tabl.,05909990900602,2019-05-01,2 lata,"1086.1, Ewerolimus - 2","16159,18","16967,14","16967,14",B.89.,bezpłatny,0
161,Everolimusum,"Votubia, tabl., 2,5 mg",30 tabl.,05909990900565,2019-05-01,2 lata,"1086.1, Ewerolimus - 2","6429,78","6751,27","6751,27",B.89.,bezpłatny,0
162,Everolimusum,"Votubia, tabl., 5 mg",30 tabl.,05909990900589,2019-05-01,2 lata,"1086.1, Ewerolimus - 2","12088,44","12692,86","12692,86",B.89.,bezpłatny,0
163,Evolocumabum,"Repatha, roztwór do wstrzykiwań, 140 mg",2 wstrzykiwacze,05909991224370,2020-11-01,2 lata,"1198.0, Ewolokumab","1700,14","1785,15","1785,15",B.101.,bezpłatny,0
164,Factor IX coagulationis humanus,"Immunine 1200 IU, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1200 j.m.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990645220,2019-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","1902,96","1998,11","1998,11",B.15.,bezpłatny,0
165,Factor IX coagulationis humanus,"Immunine 600 IU, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 600 j.m.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990643110,2019-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","951,48","999,05","999,05",B.15.,bezpłatny,0
166,Factor IX coagulationis humanus,"Octanine F 1000 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 1000 j.m.",1 fiol.,05909990799374,2019-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","1846,80","1939,14","1939,14",B.15.,bezpłatny,0
167,Factor IX coagulationis humanus,"Octanine F 500 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 500 j.m.",1 fiol.,05909990799367,2019-07-01,3 lata,"1091.2, Factor IX coagulationis humanus","923,40","969,57","969,57",B.15.,bezpłatny,0
168,Factor VIII coagulationis humanus,"Beriate 1000, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji, 1000 j.m.",1 fiol.z prosz. + 1 fiol.z rozp.po 10 ml,05909991213695,2019-11-01,3 lata,"1090.2, Factor VIII coagulationis humanus","1846,80","1939,14","1494,62",B.15.,bezpłatny,0
169,Factor VIII coagulationis humanus,"Beriate 500, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań lub infuzji, 500 j.m.",1 fiol.z prosz. + 1 fiol.z rozp.po 5 ml,05909991213688,2019-11-01,3 lata,"1090.2, Factor VIII coagulationis humanus","923,40","969,57","747,31",B.15.,bezpłatny,0
170,Factor VIII coagulationis humanus,"Immunate 1000 IU FVIII/750 IU VWF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 1000 j.m./fiol.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990573615,2019-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","1423,44","1494,61","1494,61",B.15.,bezpłatny,0
171,Factor VIII coagulationis humanus,"Immunate 250 IU FVIII/190 IU VWF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 250 j.m./fiol.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990573554,2019-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","355,86","373,65","373,65",B.15.,bezpłatny,0
172,Factor VIII coagulationis humanus,"Immunate 500 IU FVIII/375 IU VWF, proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań, 500 j.m./fiol.",1 zestaw: fiol. proszku + fiol. rozp. +  zestaw do przenoszenia lub filtrowania + strzykawka + igła + zestaw do infuzji,05909990573561,2019-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","711,72","747,31","747,31",B.15.,bezpłatny,0
173,Factor VIII coagulationis humanus,"Octanate 1 000 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 1000 j.m.",1 fiol. (1000 j.m.) + zestaw do sporządzania roztworu i podania,05909990825349,2019-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","1846,80","1939,14","1494,62",B.15.,bezpłatny,0
174,Factor VIII coagulationis humanus,"Octanate 250 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 250 j.m.",1 fiol. (250 j.m.) + zestaw do sporządzania roztworu i podania,05909990825301,2019-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","461,70","484,79","373,66",B.15.,bezpłatny,0
175,Factor VIII coagulationis humanus,"Octanate 500 IU, proszek i rozpuszczalnik do sporządzenia roztworu do wstrzykiwań, 500 j.m.",1 fiol. (500 j.m.) + zestaw do sporządzania roztworu i podania,05909990825332,2019-07-01,3 lata,"1090.2, Factor VIII coagulationis humanus","923,40","969,57","747,31",B.15.,bezpłatny,0
176,Fingolimodum,"Gilenya, kaps. twarde, 0,5 mg",28 kaps.,05909990856480,2020-03-01,2 lata,"1105.0, Fingolimod","6789,42","7128,89","7128,89",B.46.,bezpłatny,0
177,Glatirameri acetas,"Copaxone, roztwór do wstrzykiwań, 20 mg/ml",28 amp-strzyk.,05909990017065,2020-09-01,2 lata,"1061.0, Glatirameri acetas","3240,00","3402,00","2447,17",B.29.,bezpłatny,0
178,Glatirameri acetas,"Copaxone, roztwór do wstrzykiwań, 40 mg/ml",12 amp.-strz.po 1 ml,05909991216382,2019-11-01,3 lata,"1061.0, Glatirameri acetas","3510,00","3685,50","2097,57",B.29.,bezpłatny,0
179,Glatirameri acetas,"Remurel, roztwór do wstrzykiwań w ampułko-strzykawce, 20 mg/ml",28 amp.-strz. po 1 ml,05909991282882,2020-11-01,2 lata,"1061.0, Glatirameri acetas","2330,64","2447,17","2447,17",B.29.,bezpłatny,0
180,Glatirameri acetas,"Remurel, roztwór do wstrzykiwań w ampułko-strzykawce, 40 mg/ml",12 amp.-strz.po 1 ml,05909991353926,2020-09-01,2 lata,"1061.0, Glatirameri acetas","1998,00","2097,90","2097,57",B.29.,bezpłatny,0
181,Glecaprevirum + Pibrentasvirum,"Maviret, tabl. powl., 100+40 mg",84 szt.,08054083015927,2020-09-01,2 lata,"1179.0, Glecaprevir + Pibrentasvir","53222,40","55883,52","55883,52",B.71.,bezpłatny,0
182,Golimumabum,"Simponi, roztwór do wstrzykiwań, 50 mg",1 wstrzykiwacz,05909990717187,2019-09-01,3 lata,"1050.4, blokery TNF - golimumab","2772,63","2911,26","2911,26",B.33.; B.35.; B.36.,bezpłatny,0
183,Guselkumabum,"Tremfya, roztwór do wstrzykiwań, 100 mg/ml",1 amp.-strzyk.po 1 ml,05413868113006,2020-09-01,2 lata,"1212.0, Guselkumab","9720,00","10206,00","10206,00",B.47.,bezpłatny,0
184,Ibrutinibum,"Imbruvica, kapsułki twarde, 140 mg",90 szt.,05909991195137,2021-01-01,2 lata,"1166.0, Ibrutynib","23328,00","24494,40","24494,40",B.92.,bezpłatny,0
185,Idursulfasum,"Elaprase, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 3 ml,05909990053742,2020-01-01,3 lata,"1062.0, Idursulfase","10464,31","10987,53","10987,53",B.25.,bezpłatny,0
186,Iloprostum,"Ventavis , roztwór do inhalacji z nebulizatora, 10 μg/ml",30 amp.po 1 ml,05909990609079,2019-07-01,3 lata,"1063.0, Iloprost","1350,00","1417,50","1417,50",B.31.,bezpłatny,0
187,Iloprostum,"Ventavis, roztwór do inhalacji z nebulizatora, 20 μg/ml",42 szt.,05908229300633,2019-01-01,3 lata,"1063.0, Iloprost","1801,25","1891,31","1891,31",B.31.,bezpłatny,0
188,Imatinibum,"Glivec, tabl. powl., 100 mg",120 tabl.,05909990010356,2018-09-01,3 lata,"1064.0, Imatynib","8976,00","9424,80","9424,80",B.3.,bezpłatny,0
189,Imatinibum,"Glivec, tabl. powl., 400 mg",90 szt.,05909990010349,2018-07-01,3 lata,"1064.0, Imatynib","26928,00","28274,40","28274,40",B.3.,bezpłatny,0
190,Imiglucerasum,"Cerezyme, proszek do przygotowania koncentratu do sporządzania roztworu do infuzji, 400 j.m.",1 fiol.,05909990943012,2019-07-01,3 lata,"1065.0, Imiglucerasum","5797,75","6087,64","6087,64",B.23.,bezpłatny,0
191,Immunoglobulinum humanum,"Flebogamma DIF, roztwór do infuzji, 50 mg/ml",1 fiol.po 100 ml,05909990797868,<1>2019-01-01/<2><3>2019-05-01,3 lata,"1066.0, Immunoglobulinum humanum","810,00","850,50","850,50",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
192,Immunoglobulinum humanum,"Flebogamma DIF, roztwór do infuzji, 50 mg/ml",1 fiol.po 200 ml,05909990797875,<1>2019-07-01/<2><3>2019-05-01,3 lata,"1066.0, Immunoglobulinum humanum","1620,00","1701,00","1701,00",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
194,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 10 ml,05909990869572,<1>2019-01-01/<2>2019-07-01/<3>2020-09-01,<1><2>3 lata/<3>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","410,40","430,92","429,55",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
195,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 20 ml,05909990869657,<1>2019-01-01/<2>2019-07-01/<3>2020-09-01,<1><2>3 lata/<3>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","820,80","861,84","859,09",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
193,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 5 ml,05909990869541,<1>2019-01-01/<2>2019-07-01/<3>2020-09-01,<1><2>3 lata/<3>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","205,20","215,46","214,77",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
196,Immunoglobulinum humanum,"Hizentra, roztwór do wstrzykiwań, 0,2 g/ml",1 fiol.po 50 ml,05909991067380,<1>2019-07-01/<2>2020-09-01,<1>3 lata/<2>2 lata,"1066.1, Immunoglobulinum humanum subcutaneum","2052,00","2154,60","2147,73",<1>B.62.; <2>B.67.,bezpłatny,0
199,Immunoglobulinum humanum,"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 100 ml,05909990725793,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","2052,00","2154,60","2154,60",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
200,Immunoglobulinum humanum,"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 200 ml,05909990725809,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","4104,00","4309,20","4309,20",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
201,Immunoglobulinum humanum,"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 25 ml,05909990725823,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","513,00","538,65","538,65",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
197,Immunoglobulinum humanum,"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 400 ml,05909991078676,<1>2018-11-01/<2>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","8208,00","8618,40","8618,40",<1>B.62.; <2>B.67.,bezpłatny,0
198,Immunoglobulinum humanum,"Privigen, roztwór do infuzji, 100 mg/ml",1 fiol.po 50 ml,05909990725786,<1>2019-01-01/<2>2018-11-01/<3>2019-03-01,3 lata,"1066.0, Immunoglobulinum humanum","1026,00","1077,30","1077,30",<1>B.17.; <2>B.62.; <3>B.67.,bezpłatny,0
204,Immunoglobulinum humanum normale,"Cuvitru, roztwór do wstrzykiwań, 200 mg/ml",1 fiol. 10 ml,05909991292898,<1>2017-11-01/<2>2020-11-01,<1>5 lat/<2>3 lata,"1066.1, Immunoglobulinum humanum subcutaneum","410,40","430,92","429,55",<1>B.17.; <2>B.62.,bezpłatny,0
