LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
71,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive 10x20 cm, nieprzylepny opatrunek piankowy ze srebrem, 200 cm²",1 szt.,5708932861519,2021-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","24,89","26,13","32,16","28,10",Przewlekłe owrzodzenia,,30%,"12,49"
72,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive 10x20 cm, nieprzylepny opatrunek piankowy ze srebrem, 200 cm²",1 szt.,5708932861519,2021-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","24,89","26,13","32,16","28,10",Epidermolysis bullosa,,bezpłatny do limitu,"4,06"
73,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive 15x15 cm, opatrunek piankowy ze srebrem, nieprzylepny, 225 cm²",1 szt.,5708932481922,2022-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","29,16","30,62","37,09","31,61",Przewlekłe owrzodzenia,,30%,"14,96"
74,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive 15x15 cm, opatrunek piankowy ze srebrem, nieprzylepny, 225 cm²",1 szt.,5708932481922,2022-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","29,16","30,62","37,09","31,61",Epidermolysis bullosa,,bezpłatny do limitu,"5,48"
75,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive 20x20 cm, nieprzylepny opatrunek piankowy ze srebrem, 400 cm²",1 szt.,5708932861502,2021-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","49,93","52,43","61,63","56,20",Przewlekłe owrzodzenia,,30%,"22,29"
76,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive 20x20 cm, nieprzylepny opatrunek piankowy ze srebrem, 400 cm²",1 szt.,5708932861502,2021-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","49,93","52,43","61,63","56,20",Epidermolysis bullosa,,bezpłatny do limitu,"5,43"
77,Emplastri antimicrobiotica,"Exufiber Ag+ 10x10 cm, opatrunek specjalistyczny, 100 cm²",1 szt.,07323190151172,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","16,20","17,01","20,78","15,11","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"10,20"
78,Emplastri antimicrobiotica,"Exufiber Ag+ 15x15 cm, opatrunek specjalistyczny, 225 cm²",1 szt.,07323190151189,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","36,45","38,27","44,61","34,00","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"20,81"
79,Emplastri antimicrobiotica,"Exufiber Ag+ 20x30 cm, opatrunek specjalistyczny, 600 cm²",1 szt.,07323190151226,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","97,20","102,06","113,36","90,66","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"49,90"
80,Emplastri antimicrobiotica,"Exufiber Ag+ 20x4,5 cm, opatrunek specjalistyczny, 90 cm²",1 szt.,07323190151202,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","14,58","15,31","18,85","13,60","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"9,33"
81,Emplastri antimicrobiotica,"Exufiber Ag+ 2x45 cm, opatrunek specjalistyczny, 90 cm²",1 szt.,07323190151158,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","14,58","15,31","18,85","13,60","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"9,33"
82,Emplastri antimicrobiotica,"Exufiber Ag+ 4,5x10 cm, opatrunek specjalistyczny, 45 cm²",1 szt.,07323190151196,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","18,55","19,48","21,51","6,80","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"16,75"
83,Emplastri antimicrobiotica,"Exufiber Ag+ 4,5x30 cm, opatrunek specjalistyczny, 135 cm²",1 szt.,07323190151219,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","21,87","22,96","27,52","20,40","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"13,24"
84,Emplastri antimicrobiotica,"Exufiber Ag+ 5x5 cm, opatrunek specjalistyczny, 25 cm²",1 szt.,07323190151165,2022-11-01,2 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","9,09","9,54","10,68","3,78","Rany przewlekłe z równoczesnym ubytkiem tkankowym (tj. rany głębokie) z cechami infekcji, ze średnim i dużym wysiękiem o różnej etiologii",,30%,"8,03"
85,Emplastri antimicrobiotica,"Medisorb Silver 10x10 cm, samoprzylepny opatrunek chłonny ze srebrem, jałowy, 100 cm²",1 szt.,5900516866877,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","11,21","11,77","15,62","14,05",Przewlekłe owrzodzenia,,30%,"5,79"
86,Emplastri antimicrobiotica,"Medisorb Silver 10x10 cm, samoprzylepny opatrunek chłonny ze srebrem, jałowy, 100 cm²",1 szt.,5900516866877,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","11,21","11,77","15,62","14,05",Epidermolysis bullosa,,bezpłatny do limitu,"1,57"
87,Emplastri antimicrobiotica,"Medisorb Silver 10x20 cm, samoprzylepny opatrunek chłonny ze srebrem, jałowy, 200 cm²",1 szt.,5900516866860,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","21,60","22,68","28,71","28,10",Przewlekłe owrzodzenia,,30%,"9,04"
88,Emplastri antimicrobiotica,"Medisorb Silver 10x20 cm, samoprzylepny opatrunek chłonny ze srebrem, jałowy, 200 cm²",1 szt.,5900516866860,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","21,60","22,68","28,71","28,10",Epidermolysis bullosa,,bezpłatny do limitu,"0,61"
89,Emplastri antimicrobiotica,"Medisorb Silver PAD 10x10 cm, opatrunek chłonny ze srebrem, jałowy, 100 cm²",1 szt.,5900516866891,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","11,21","11,77","15,62","14,05",Przewlekłe owrzodzenia,,30%,"5,79"
90,Emplastri antimicrobiotica,"Medisorb Silver PAD 10x10 cm, opatrunek chłonny ze srebrem, jałowy, 100 cm²",1 szt.,5900516866891,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","11,21","11,77","15,62","14,05",Epidermolysis bullosa,,bezpłatny do limitu,"1,57"
91,Emplastri antimicrobiotica,"Medisorb Silver PAD 10x20 cm, opatrunek chłonny ze srebrem, jałowy, 200 cm²",1 szt.,5900516866884,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","21,60","22,68","28,71","28,10",Przewlekłe owrzodzenia,,30%,"9,04"
92,Emplastri antimicrobiotica,"Medisorb Silver PAD 10x20 cm, opatrunek chłonny ze srebrem, jałowy, 200 cm²",1 szt.,5900516866884,2022-03-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","21,60","22,68","28,71","28,10",Epidermolysis bullosa,,bezpłatny do limitu,"0,61"
93,Emplastri antimicrobiotica,"Mepilex Ag 10x21 cm, opatrunek, 210 cm²",1 szt.,7332430941374,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","24,84","26,08","32,28","29,51",Przewlekłe owrzodzenia,,30%,"11,62"
94,Emplastri antimicrobiotica,"Mepilex Ag 10x21 cm, opatrunek, 210 cm²",1 szt.,7332430941374,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","24,84","26,08","32,28","29,51",Epidermolysis bullosa,,bezpłatny do limitu,"2,77"
95,Emplastri antimicrobiotica,"Mepilex Ag 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332430941367,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","19,00","19,95","25,12","21,95",Przewlekłe owrzodzenia,,30%,"9,76"
96,Emplastri antimicrobiotica,"Mepilex Ag 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332430941367,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","19,00","19,95","25,12","21,95",Epidermolysis bullosa,,bezpłatny do limitu,"3,17"
97,Emplastri antimicrobiotica,"Mepilex Ag 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332430941381,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","36,23","38,04","45,94","43,03",Przewlekłe owrzodzenia,,30%,"15,82"
98,Emplastri antimicrobiotica,"Mepilex Ag 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332430941381,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","36,23","38,04","45,94","43,03",Epidermolysis bullosa,,bezpłatny do limitu,"2,91"
99,Emplastri antimicrobiotica,"Mepilex Ag 6x8,5 cm, opatrunek, 51 cm²",1 szt.,7332551027056,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","6,24","6,55","8,84","7,17",Przewlekłe owrzodzenia,,30%,"3,82"
100,Emplastri antimicrobiotica,"Mepilex Ag 6x8,5 cm, opatrunek, 51 cm²",1 szt.,7332551027056,2022-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","6,24","6,55","8,84","7,17",Epidermolysis bullosa,,bezpłatny do limitu,"1,67"
101,Emplastri antimicrobiotica,"Silvercel Hydro-Alginate 10x20 cm, opatrunek, 200 cm²",1 szt.,15051978002291,2021-11-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","31,30","32,87","38,78","30,22",Przewlekłe owrzodzenia,,30%,"17,63"
102,Emplastri antimicrobiotica,"Silvercel Hydro-Alginate 11x11 cm, opatrunek, 121 cm²",1 szt.,15051978002321,2021-11-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","18,93","19,88","24,12","18,28",Przewlekłe owrzodzenia,,30%,"11,32"
103,Emplastri antimicrobiotica,"Suprasorb A+Ag, opatrunek z alginianu wapnia ze srebrem jonowym, sterylny, 10x10 cm, opatrunek, 100 cm²",1 szt.,4021447930350,2022-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","12,96","13,61","17,46","14,05",Przewlekłe owrzodzenia,,30%,"7,63"
104,Emplastri antimicrobiotica,"Suprasorb A+Ag, opatrunek z alginianu wapnia ze srebrem jonowym, sterylny, 10x20 cm, opatrunek, 200 cm²",1 szt.,4021447930381,2022-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","25,92","27,22","33,25","28,10",Przewlekłe owrzodzenia,,30%,"13,58"
105,Emplastri antimicrobiotica,"UrgoClean Ag 10x10 cm, opatrunek na rany, 100 cm2",1 szt.,3546895520737,2022-05-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","17,73","18,62","22,39","15,11",Przewlekłe owrzodzenia,,30%,"11,81"
106,Emplastri antimicrobiotica,"UrgoClean Ag 15x20 cm, opatrunek na rany, 300 cm2",1 szt.,3546895520744,2022-05-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","53,19","55,85","63,45","45,33",Przewlekłe owrzodzenia,,30%,"31,72"
107,Emplastri antimicrobiotica,"UrgoClean Ag 6x6 cm, opatrunek na rany, 36 cm2",1 szt.,3546895520720,2022-05-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","6,38","6,70","8,33","5,44",Przewlekłe owrzodzenia,,30%,"4,52"
108,Emplastri antimicrobiotica,"UrgoTul Ag/Silver 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546895518017,2022-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","19,95","20,95","25,17","18,13",Przewlekłe owrzodzenia,,30%,"12,48"
109,Emplastri antimicrobiotica,"UrgoTul Ag/Silver 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518024,<1>2022-07-01/<2>2021-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","49,14","51,60","59,20","45,33",<1>Przewlekłe owrzodzenia,,30%,"27,47"
110,Emplastri antimicrobiotica,"UrgoTul Ag/Silver 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546895518024,<1>2022-07-01/<2>2021-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","49,14","51,60","59,20","45,33",<2>Epidermolysis bullosa,,bezpłatny do limitu,"13,87"
111,Emplastri antimicrobiotica,"Vliwaktiv Ag opatrunek węglowy, ze srebrem, sterylny, 10x10 cm, tamponada do ran głębokich, opatrunek, 100 cm²",1 szt.,4021447309200,2022-01-01,3 lata,"220.7, Opatrunki przeciwbakteryjne zawierające jony srebra","9,02","9,47","12,81","12,81",Przewlekłe owrzodzenia,,30%,"3,84"
112,Emplastri antimicrobiotica,"Vliwaktiv Ag, opatrunek z węglem aktywowanym ze srebrem, chłonny, sterylny, 10x10 cm, opatrunek, 100 cm²",1 szt.,4021447309323,2022-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","9,02","9,47","13,32","13,32",Przewlekłe owrzodzenia,,30%,"4,00"
113,Emplastri carbo activatus,"Vliwaktiv opatrunek węglowy, chłonny , sterylny, 10x10 cm, opatrunek, 100 cm²",1 szt.,4021447037493,2022-01-01,3 lata,"220.8, Opatrunki z węglem aktywowanym","4,21","4,42","6,19","6,19",Przewlekłe owrzodzenia,,30%,"1,86"
114,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455132027,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","17,50","18,38","22,15","15,11",Przewlekłe owrzodzenia,,30%,"11,57"
115,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 10x10 cm, opatrunek, 100 cm²",1 szt.,0768455132027,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","17,50","18,38","22,15","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"7,04"
116,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455132034,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","39,27","41,23","47,56","34,00",Przewlekłe owrzodzenia,,30%,"23,76"
117,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 15x15 cm, opatrunek, 225 cm²",1 szt.,0768455132034,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","39,27","41,23","47,56","34,00",Epidermolysis bullosa,,bezpłatny do limitu,"13,56"
118,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 20x30 cm, opatrunek, 600 cm²",1 szt.,0768455132041,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","106,92","112,27","123,57","90,66",Przewlekłe owrzodzenia,,30%,"60,11"
119,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 20x30 cm, opatrunek, 600 cm²",1 szt.,0768455132041,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","106,92","112,27","123,57","90,66",Epidermolysis bullosa,,bezpłatny do limitu,"32,91"
120,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 5x5 cm, opatrunek, 25 cm²",1 szt.,0768455132010,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","4,54","4,77","5,91","3,78",Przewlekłe owrzodzenia,,30%,"3,26"
121,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra 5x5 cm, opatrunek, 25 cm²",1 szt.,0768455132010,2022-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","4,54","4,77","5,91","3,78",Epidermolysis bullosa,,bezpłatny do limitu,"2,13"
122,Emplastri collagenosa,"Fibracol Plus 10,2x11,1 cm, opatrunek, 113.22 cm2",1 szt.,15051978001096,2021-11-01,3 lata,"220.9, Opatrunki kolagenowe","61,02","64,07","70,60","31,23",Przewlekłe owrzodzenia,,30%,"48,74"
123,Emplastri collagenosa,"Fibracol Plus 10,2x11,1 cm, opatrunek, 113.22 cm2",1 szt.,15051978001096,2021-11-01,3 lata,"220.9, Opatrunki kolagenowe","61,02","64,07","70,60","31,23",Epidermolysis bullosa,,bezpłatny do limitu,"39,37"
124,Emplastri collagenosa,"Fibracol Plus 10,2x22,2 cm, opatrunek, 226.44 cm2",1 szt.,15051978001102,2021-11-01,3 lata,"220.9, Opatrunki kolagenowe","116,10","121,91","131,78","62,46",Przewlekłe owrzodzenia,,30%,"88,06"
125,Emplastri collagenosa,"Fibracol Plus 10,2x22,2 cm, opatrunek, 226.44 cm2",1 szt.,15051978001102,2021-11-01,3 lata,"220.9, Opatrunki kolagenowe","116,10","121,91","131,78","62,46",Epidermolysis bullosa,,bezpłatny do limitu,"69,32"
126,Emplastri collagenosa,"HydroClean plus 10x10 cm, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 100 cm²",1 szt.,4049500890922,2022-07-01,3 lata,"220.9, Opatrunki kolagenowe","55,67","58,45","64,51","27,58",Przewlekłe owrzodzenia,,30%,"45,20"
127,Emplastri collagenosa,"HydroClean plus 10x10 cm, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 100 cm²",1 szt.,4049500890922,2022-07-01,3 lata,"220.9, Opatrunki kolagenowe","55,67","58,45","64,51","27,58",Epidermolysis bullosa,,bezpłatny do limitu,"36,93"
128,Emplastri collagenosa,"HydroClean plus 7,5x7,5 cm, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 56.25 cm²",1 szt.,4049500890915,2022-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,06","15,52",Przewlekłe owrzodzenia,,30%,"26,20"
129,Emplastri collagenosa,"HydroClean plus 7,5x7,5 cm, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 56.25 cm²",1 szt.,4049500890915,2022-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,06","15,52",Epidermolysis bullosa,,bezpłatny do limitu,"21,54"
130,Emplastri collagenosa,"HydroClean plus cavity 7,5x7,5 cm, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 56.25 cm²",1 szt.,4049500890946,2022-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,06","15,52",Przewlekłe owrzodzenia,,30%,"26,20"
131,Emplastri collagenosa,"HydroClean plus cavity 7,5x7,5 cm, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 56.25 cm²",1 szt.,4049500890946,2022-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,06","15,52",Epidermolysis bullosa,,bezpłatny do limitu,"21,54"
132,Emplastri collagenosa,"Intrasite Conformable 10x10 cm, opatrunek hydrożelowy, 100 cm²",1 szt.,5000223422486,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,50","9,98","13,44","11,97",Przewlekłe owrzodzenia,,30%,"5,06"
133,Emplastri collagenosa,"Intrasite Conformable 10x10 cm, opatrunek hydrożelowy, 100 cm²",1 szt.,5000223422486,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,50","9,98","13,44","11,97",Epidermolysis bullosa,,bezpłatny do limitu,"1,47"
134,Emplastri collagenosa,"Intrasite Conformable 10x20 cm, opatrunek hydrożelowy, 200 cm²",1 szt.,5000223422493,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,01","19,96","25,41","23,94",Przewlekłe owrzodzenia,,30%,"8,65"
135,Emplastri collagenosa,"Intrasite Conformable 10x20 cm, opatrunek hydrożelowy, 200 cm²",1 szt.,5000223422493,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,01","19,96","25,41","23,94",Epidermolysis bullosa,,bezpłatny do limitu,"1,47"
136,Emplastri collagenosa,"Intrasite Conformable 10x40 cm, opatrunek hydrożelowy, 400 cm²",1 szt.,5000223422509,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","38,02","39,92","48,34","47,88",Przewlekłe owrzodzenia,,30%,"14,82"
137,Emplastri collagenosa,"Intrasite Conformable 10x40 cm, opatrunek hydrożelowy, 400 cm²",1 szt.,5000223422509,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","38,02","39,92","48,34","47,88",Epidermolysis bullosa,,bezpłatny do limitu,"0,46"
138,Emplastri collagenosa,"Mepilex Border Ag 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332551816421,2021-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","28,19","29,60","34,64","23,61",Przewlekłe owrzodzenia,,30%,"18,11"
139,Emplastri collagenosa,"Mepilex Border Ag 12,5x12,5 cm, opatrunek, 156.25 cm²",1 szt.,7332551816421,2021-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","28,19","29,60","34,64","23,61",Epidermolysis bullosa,,bezpłatny do limitu,"11,03"
140,Emplastri collagenosa,"Mepilex Border Ag 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332551816483,2021-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","55,13","57,89","65,60","46,27",Przewlekłe owrzodzenia,,30%,"33,21"
141,Emplastri collagenosa,"Mepilex Border Ag 17,5x17,5 cm, opatrunek, 306.25 cm²",1 szt.,7332551816483,2021-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","55,13","57,89","65,60","46,27",Epidermolysis bullosa,,bezpłatny do limitu,"19,33"
142,Emplastri collagenosa,"Sorelex 10x10 cm, opatrunek, 100 cm²",1 szt.,8595163717817,2022-03-01,3 lata,"220.9, Opatrunki kolagenowe","29,16","30,62","36,68","27,58",Przewlekłe owrzodzenia,,30%,"17,37"
143,Emplastri collagenosa,"UrgoStart Contact 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546894554863,2022-11-01,3 lata,"220.9, Opatrunki kolagenowe","33,48","35,15","41,92","33,10",Przewlekłe owrzodzenia,,30%,"18,75"
144,Emplastri collagenosa,"UrgoStart Contact 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546894554870,2022-11-01,3 lata,"220.9, Opatrunki kolagenowe","65,88","69,17","80,78","80,78",Przewlekłe owrzodzenia,,30%,"24,23"
145,Emplastri collagenosa,"UrgoStart Plus Border 12x12 cm, opatrunek na rany, 144 cm²",1 szt.,3546894530669,2022-11-01,3 lata,"220.9, Opatrunki kolagenowe","41,58","43,66","51,28","39,72",Przewlekłe owrzodzenia,,30%,"23,48"
146,Emplastri collagenosa,"UrgoStart Plus Border 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546894549517,2022-11-01,3 lata,"220.9, Opatrunki kolagenowe","65,34","68,61","80,22","80,22",Przewlekłe owrzodzenia,,30%,"24,07"
147,Emplastri collagenosa,"UrgoStart Plus Pad 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546894554887,2022-11-01,3 lata,"220.9, Opatrunki kolagenowe","34,93","36,68","43,45","33,10",Przewlekłe owrzodzenia,,30%,"20,28"
148,Emplastri collagenosa,"UrgoStart Plus Pad 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546894554894,2022-11-01,3 lata,"220.9, Opatrunki kolagenowe","67,75","71,14","82,75","82,75",Przewlekłe owrzodzenia,,30%,"24,83"
149,Emplastri conlativi,"Clean WND 15x20 cm, opatrunek specjalistyczny, 300 cm²",1 szt.,8681349103939,2022-09-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","15,07","15,82","20,52","20,52",Przewlekłe owrzodzenia,,30%,"6,16"
