LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
71,Emplastri antimicrobiotica,"Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra, opatrunek, 20x16,9 cm²",1 szt.,0768455123810,2019-03-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","65,87","69,16","77,41","51,07",Przewlekłe owrzodzenia,,30%,"41,66"
72,Emplastri antimicrobiotica,"Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra, opatrunek, 20x16,9 cm²",1 szt.,0768455123810,2019-03-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","65,87","69,16","77,41","51,07",Epidermolysis bullosa,,bezpłatny do limitu,"26,34"
73,Emplastri antimicrobiotica,"Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra, opatrunek, 21x21 cm²",1 szt.,0768455123797,2019-03-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","85,87","90,16","99,66","66,64",Przewlekłe owrzodzenia,,30%,"53,01"
74,Emplastri antimicrobiotica,"Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra, opatrunek, 21x21 cm²",1 szt.,0768455123797,2019-03-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","85,87","90,16","99,66","66,64",Epidermolysis bullosa,,bezpłatny do limitu,"33,02"
75,Emplastri antimicrobiotica,"Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra, opatrunek, 25x30 cm²",1 szt.,0768455129201,2019-03-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","146,20","153,51","166,26","113,33",Przewlekłe owrzodzenia,,30%,"86,93"
76,Emplastri antimicrobiotica,"Aquacel Ag Foam przylepny opatrunek piankowy w technologii hydrofiber z dodatkiem srebra, opatrunek, 25x30 cm²",1 szt.,0768455129201,2019-03-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","146,20","153,51","166,26","113,33",Epidermolysis bullosa,,bezpłatny do limitu,"52,93"
77,Emplastri antimicrobiotica,"Atrauman Ag 
10x10 cm, opatrunek jałowy z maścią zawierający srebro, 100 cm²",1 szt.,4049500586429,2020-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","10,80","11,34","15,11","15,11",Przewlekłe owrzodzenia,,30%,"4,53"
78,Emplastri antimicrobiotica,"Atrauman Ag 
10x10 cm, opatrunek jałowy z maścią zawierający srebro, 100 cm²",1 szt.,4049500586429,2020-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","10,80","11,34","15,11","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
79,Emplastri antimicrobiotica,"Atrauman Ag 10x20 cm, opatrunek jałowy z maścią zawierający srebro, 200 cm²",1 szt.,4049500586436,2020-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","21,60","22,68","28,58","28,58",Przewlekłe owrzodzenia,,30%,"8,57"
80,Emplastri antimicrobiotica,"Atrauman Ag 10x20 cm, opatrunek jałowy z maścią zawierający srebro, 200 cm²",1 szt.,4049500586436,2020-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","21,60","22,68","28,58","28,58",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
81,Emplastri antimicrobiotica,"Atrauman Ag 5x5 cm, opatrunek jałowy z maścią zawierający srebro, 25 cm²",1 szt.,4049500586412,2020-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","3,89","4,08","5,22","3,78",Przewlekłe owrzodzenia,,30%,"2,57"
82,Emplastri antimicrobiotica,"Atrauman Ag 5x5 cm, opatrunek jałowy z maścią zawierający srebro, 25 cm²",1 szt.,4049500586412,2020-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","3,89","4,08","5,22","3,78",Epidermolysis bullosa,,bezpłatny do limitu,"1,44"
83,Emplastri antimicrobiotica,"Biatain Ag Adhesive, przylepny opatrunek piankowy ze srebrem, 15x15 cm²",1 szt.,5708932551601,2019-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","30,24","31,75","38,25","31,86",Przewlekłe owrzodzenia,,30%,"15,95"
84,Emplastri antimicrobiotica,"Biatain Ag Adhesive, przylepny opatrunek piankowy ze srebrem, 18x18 cm²",1 szt.,5708932861496,2018-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","42,56","44,69","52,95","45,88",Przewlekłe owrzodzenia,,30%,"20,83"
85,Emplastri antimicrobiotica,"Biatain Ag Adhesive Heel, przylepny opatrunek piankowy ze srebrem, na piętę, 19x20 cm²",1 szt.,5708932551632,2019-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","55,08","57,83","66,83","53,81",Przewlekłe owrzodzenia,,30%,"29,16"
86,Emplastri antimicrobiotica,"Biatain Ag Adhesive Sacral, przylepny opatrunek piankowy ze srebrem, na okolicę krzyżową, 23x23 cm²",1 szt.,5708932861489,2018-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","68,80","72,24","83,01","74,91",Przewlekłe owrzodzenia,,30%,"30,57"
87,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive, nieprzylepny opatrunek piankowy ze srebrem, 10x20 cm²",1 szt.,5708932861519,2018-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","26,20","27,51","33,56","28,32",Przewlekłe owrzodzenia,,30%,"13,74"
88,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive, nieprzylepny opatrunek piankowy ze srebrem, 10x20 cm²",1 szt.,5708932861519,2018-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","26,20","27,51","33,56","28,32",Epidermolysis bullosa,,bezpłatny do limitu,"5,24"
89,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive, opatrunek piankowy ze srebrem, nieprzylepny, 15x15 cm²",1 szt.,5708932481922,2019-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","30,24","31,75","38,25","31,86",Przewlekłe owrzodzenia,,30%,"15,95"
90,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive, opatrunek piankowy ze srebrem, nieprzylepny, 15x15 cm²",1 szt.,5708932481922,2019-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","30,24","31,75","38,25","31,86",Epidermolysis bullosa,,bezpłatny do limitu,"6,39"
91,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive, nieprzylepny opatrunek piankowy ze srebrem, 20x20 cm²",1 szt.,5708932861502,2018-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","52,55","55,18","64,42","56,64",Przewlekłe owrzodzenia,,30%,"24,77"
92,Emplastri antimicrobiotica,"Biatain Ag Non Adhesive, nieprzylepny opatrunek piankowy ze srebrem, 20x20 cm²",1 szt.,5708932861502,2018-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","52,55","55,18","64,42","56,64",Epidermolysis bullosa,,bezpłatny do limitu,"7,78"
93,Emplastri antimicrobiotica,"Biatain Alginate Ag, miękki opatrunek alginianowy ze srebrem, w taśmie, 3x44 cm²",1 szt.,5708932552660,2019-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","18,52","19,45","24,08","18,69",Przewlekłe owrzodzenia,,30%,"11,00"
94,Emplastri antimicrobiotica,"Biatain Alginate Ag, miękki opatrunek alginianowy ze srebrem, w taśmie, 3x44 cm²",1 szt.,5708932552660,2019-05-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","18,52","19,45","24,08","18,69",Epidermolysis bullosa,,bezpłatny do limitu,"5,39"
95,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 10x21 cm²",1 szt.,7332430941374,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","25,65","26,93","33,17","29,74",Przewlekłe owrzodzenia,,30%,"12,35"
96,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 10x21 cm²",1 szt.,7332430941374,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","25,65","26,93","33,17","29,74",Epidermolysis bullosa,,bezpłatny do limitu,"3,43"
97,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 12,5x12,5 cm²",1 szt.,7332430941367,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","19,98","20,98","26,18","22,13",Przewlekłe owrzodzenia,,30%,"10,69"
98,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 12,5x12,5 cm²",1 szt.,7332430941367,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","19,98","20,98","26,18","22,13",Epidermolysis bullosa,,bezpłatny do limitu,"4,05"
99,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 17,5x17,5 cm²",1 szt.,7332430941381,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","37,42","39,29","47,23","43,37",Przewlekłe owrzodzenia,,30%,"16,87"
100,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 17,5x17,5 cm²",1 szt.,7332430941381,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","37,42","39,29","47,23","43,37",Epidermolysis bullosa,,bezpłatny do limitu,"3,86"
101,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 6x8,5 cm²",1 szt.,7332551027056,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","6,59","6,92","9,23","7,22",Przewlekłe owrzodzenia,,30%,"4,18"
102,Emplastri antimicrobiotica,"Mepilex Ag, opatrunek, 6x8,5 cm²",1 szt.,7332551027056,2019-07-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","6,59","6,92","9,23","7,22",Epidermolysis bullosa,,bezpłatny do limitu,"2,01"
103,Emplastri antimicrobiotica,"Silvercel Hydro-Alginate, opatrunek, 10 x 20 cm",1 szt.,15051978002291,2018-11-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","37,80","39,69","45,59","30,22",Przewlekłe owrzodzenia,,30%,"24,44"
104,Emplastri antimicrobiotica,"Silvercel Hydro-Alginate, opatrunek, 11 x 11 cm",1 szt.,15051978002321,2018-11-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","22,68","23,81","28,05","18,28",Przewlekłe owrzodzenia,,30%,"15,25"
105,Emplastri antimicrobiotica,"Suprasorb A+Ag ,opatrunek alginianowy ze srebrem jonowym, sterylny, 10x20 cm, opatrunek, 10x20 cm²",1 szt.,4021447930381,2019-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","26,57","27,90","33,95","28,32",Przewlekłe owrzodzenia,,30%,"14,13"
106,Emplastri antimicrobiotica,"Suprasorb A+Ag, opatrunek alginianowy ze srebrem jonowym, sterylny, 10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447930350,2019-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","14,04","14,74","18,61","14,16",Przewlekłe owrzodzenia,,30%,"8,70"
107,Emplastri antimicrobiotica,"UrgoClean Ag, opatrunek na rany, 10x10 cm",1 szt.,3546895520737,2017-05-01,5 lat,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","18,25","19,16","22,93","15,11",Przewlekłe owrzodzenia,,30%,"12,35"
108,Emplastri antimicrobiotica,"UrgoClean Ag, opatrunek na rany, 15x20 cm",1 szt.,3546895520744,2017-05-01,5 lat,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","54,97","57,72","65,32","45,33",Przewlekłe owrzodzenia,,30%,"33,59"
109,Emplastri antimicrobiotica,"UrgoClean Ag, opatrunek na rany, 6x6 cm",1 szt.,3546895520720,2017-05-01,5 lat,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","6,59","6,92","8,55","5,44",Przewlekłe owrzodzenia,,30%,"4,74"
110,Emplastri antimicrobiotica,"UrgoTul Ag/Silver; 10 cm x 12 cm, opatrunek na rany, 10x12 cm²",1 szt.,3546895518017,2019-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","21,28","22,34","26,57","18,13",Przewlekłe owrzodzenia,,30%,"13,88"
111,Emplastri antimicrobiotica,"UrgoTul Ag/Silver; 15 cm x 20 cm, opatrunek na rany, 15x20 cm²",1 szt.,3546895518024,<1>2019-07-01/<2>2018-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","52,38","55,00","62,60","45,33",<1>Przewlekłe owrzodzenia,,30%,"30,87"
112,Emplastri antimicrobiotica,"UrgoTul Ag/Silver; 15 cm x 20 cm, opatrunek na rany, 15x20 cm²",1 szt.,3546895518024,<1>2019-07-01/<2>2018-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","52,38","55,00","62,60","45,33",<2>Epidermolysis bullosa,,bezpłatny do limitu,"17,27"
113,Emplastri antimicrobiotica,"Vliwaktiv Ag ,opatrunek węglowy, ze srebrem chłonny , sterylny,10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447309323,2019-01-01,3 lata,"220.10, Opatrunki przeciwbakteryjne zawierające jony srebra pochłaniające i zatrzymujące wysięk z rany","12,15","12,76","16,62","14,16",Przewlekłe owrzodzenia,,30%,"6,71"
114,Emplastri antimicrobiotica,"Vliwaktiv Ag opatrunek węglowy, ze srebrem, sterylny,10x10 cm, tamponada do ran głębokich, opatrunek, 10x10 cm²",1 szt.,4021447309200,2019-01-01,3 lata,"220.7, Opatrunki przeciwbakteryjne zawierające jony srebra","9,07","9,52","12,86","12,86",Przewlekłe owrzodzenia,,30%,"3,86"
115,Emplastri carbo activatus,"Vliwaktiv opatrunek węglowy, chłonny , sterylny, 10x10 cm, opatrunek, 10x10 cm²",1 szt.,4021447037493,2019-01-01,3 lata,"220.8, Opatrunki z węglem aktywowanym","4,21","4,42","6,19","6,19",Przewlekłe owrzodzenia,,30%,"1,86"
116,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 10x10 cm²",1 szt.,0768455132027,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","17,67","18,55","22,32","15,11",Przewlekłe owrzodzenia,,30%,"11,74"
117,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 10x10 cm²",1 szt.,0768455132027,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","17,67","18,55","22,32","15,11",Epidermolysis bullosa,,bezpłatny do limitu,"7,21"
118,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 15x15 cm²",1 szt.,0768455132034,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","39,75","41,74","48,07","34,00",Przewlekłe owrzodzenia,,30%,"24,27"
119,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 15x15 cm²",1 szt.,0768455132034,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","39,75","41,74","48,07","34,00",Epidermolysis bullosa,,bezpłatny do limitu,"14,07"
120,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 20x30 cm²",1 szt.,0768455132041,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","111,15","116,71","128,00","90,66",Przewlekłe owrzodzenia,,30%,"64,54"
121,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 20x30 cm²",1 szt.,0768455132041,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","111,15","116,71","128,00","90,66",Epidermolysis bullosa,,bezpłatny do limitu,"37,34"
122,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 5x5 cm²",1 szt.,0768455132010,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","4,58","4,81","5,95","3,78",Przewlekłe owrzodzenia,,30%,"3,30"
123,Emplastri collagenosa,"Aquacel AG+ Extra wzmocniony opatrunek w technologii hydrofiber z dodatkiem srebra, opatrunek, 5x5 cm²",1 szt.,0768455132010,2019-09-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","4,58","4,81","5,95","3,78",Epidermolysis bullosa,,bezpłatny do limitu,"2,17"
124,Emplastri collagenosa,"Fibracol Plus, opatrunek, 10,2 x 11,1 cm",1 szt.,15051978001096,2018-11-01,3 lata,"220.9, Opatrunki kolagenowe","61,56","64,64","71,25","31,83",Przewlekłe owrzodzenia,,30%,"48,97"
125,Emplastri collagenosa,"Fibracol Plus, opatrunek, 10,2 x 11,1 cm",1 szt.,15051978001096,2018-11-01,3 lata,"220.9, Opatrunki kolagenowe","61,56","64,64","71,25","31,83",Epidermolysis bullosa,,bezpłatny do limitu,"39,42"
126,Emplastri collagenosa,"Fibracol Plus, opatrunek, 10,2 x 22,2 cm",1 szt.,15051978001102,2018-11-01,3 lata,"220.9, Opatrunki kolagenowe","116,64","122,47","132,45","63,66",Przewlekłe owrzodzenia,,30%,"87,89"
127,Emplastri collagenosa,"Fibracol Plus, opatrunek, 10,2 x 22,2 cm",1 szt.,15051978001102,2018-11-01,3 lata,"220.9, Opatrunki kolagenowe","116,64","122,47","132,45","63,66",Epidermolysis bullosa,,bezpłatny do limitu,"68,79"
128,Emplastri collagenosa,"HydroClean plus, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 10x10 cm²",1 szt.,4049500890922,2019-07-01,3 lata,"220.9, Opatrunki kolagenowe","55,67","58,45","64,58","28,11",Przewlekłe owrzodzenia,,30%,"44,90"
129,Emplastri collagenosa,"HydroClean plus, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 10x10 cm²",1 szt.,4049500890922,2019-07-01,3 lata,"220.9, Opatrunki kolagenowe","55,67","58,45","64,58","28,11",Epidermolysis bullosa,,bezpłatny do limitu,"36,47"
130,Emplastri collagenosa,"HydroClean plus, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 7,5x7,5 cm²",1 szt.,4049500890915,2019-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,11","15,81",Przewlekłe owrzodzenia,,30%,"26,04"
131,Emplastri collagenosa,"HydroClean plus, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 7,5x7,5 cm²",1 szt.,4049500890915,2019-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,11","15,81",Epidermolysis bullosa,,bezpłatny do limitu,"21,30"
132,Emplastri collagenosa,"HydroClean plus cavity, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 7,5x7,5 cm²",1 szt.,4049500890946,2019-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,11","15,81",Przewlekłe owrzodzenia,,30%,"26,04"
133,Emplastri collagenosa,"HydroClean plus cavity, opatrunek hydroaktywny z mechanizmem płucząco-absorpcyjnym i substancją antybakteryjną, 7,5x7,5 cm²",1 szt.,4049500890946,2019-07-01,3 lata,"220.9, Opatrunki kolagenowe","31,32","32,89","37,11","15,81",Epidermolysis bullosa,,bezpłatny do limitu,"21,30"
134,Emplastri collagenosa,"Intrasite Conformable 10x10 cm, opatrunek hydrożelowy, 100 cm²",1 szt.,5000223422486,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,50","9,98","13,47","13,47",Przewlekłe owrzodzenia,,30%,"4,04"
135,Emplastri collagenosa,"Intrasite Conformable 10x10 cm, opatrunek hydrożelowy, 100 cm²",1 szt.,5000223422486,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","9,50","9,98","13,47","13,47",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
136,Emplastri collagenosa,"Intrasite Conformable 10x20 cm, opatrunek hydrożelowy, 200 cm²",1 szt.,5000223422493,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,01","19,96","25,45","25,45",Przewlekłe owrzodzenia,,30%,"7,64"
137,Emplastri collagenosa,"Intrasite Conformable 10x20 cm, opatrunek hydrożelowy, 200 cm²",1 szt.,5000223422493,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","19,01","19,96","25,45","25,45",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
138,Emplastri collagenosa,"Intrasite Conformable 10x40 cm, opatrunek hydrożelowy, 400 cm²",1 szt.,5000223422509,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","38,02","39,92","48,41","48,41",Przewlekłe owrzodzenia,,30%,"14,52"
139,Emplastri collagenosa,"Intrasite Conformable 10x40 cm, opatrunek hydrożelowy, 400 cm²",1 szt.,5000223422509,2020-09-01,3 lata,"220.6, Opatrunki regulujące poziom wilgotności rany","38,02","39,92","48,41","48,41",Epidermolysis bullosa,,bezpłatny do limitu,"0,00"
140,Emplastri collagenosa,"Mepilex Border Ag, opatrunek, 12,5x12,5 cm²",1 szt.,7332551816421,2018-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","30,24","31,75","36,79","23,61",Przewlekłe owrzodzenia,,30%,"20,26"
141,Emplastri collagenosa,"Mepilex Border Ag, opatrunek, 12,5x12,5 cm²",1 szt.,7332551816421,2018-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","30,24","31,75","36,79","23,61",Epidermolysis bullosa,,bezpłatny do limitu,"13,18"
142,Emplastri collagenosa,"Mepilex Border Ag, opatrunek, 17,5x17,5 cm²",1 szt.,7332551816483,2018-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","59,40","62,37","70,08","46,27",Przewlekłe owrzodzenia,,30%,"37,69"
143,Emplastri collagenosa,"Mepilex Border Ag, opatrunek, 17,5x17,5 cm²",1 szt.,7332551816483,2018-07-01,3 lata,"220.14, Opatrunki przeciwbakteryjne zawierające jony srebra regulujące poziom wilgotności rany","59,40","62,37","70,08","46,27",Epidermolysis bullosa,,bezpłatny do limitu,"23,81"
144,Emplastri collagenosa,"Sorelex, opatrunek, 10x10 cm²",1 szt.,8595163717817,2019-03-01,3 lata,"220.9, Opatrunki kolagenowe","29,16","30,62","36,75","28,11",Przewlekłe owrzodzenia,,30%,"17,07"
145,Emplastri collagenosa,"Suprasorb C, opatrunek kolagenowy, sterylny 6x8x0,8 cm, opatrunek, 6x8 cm²",1 szt.,4021447013862,2019-01-01,3 lata,"220.9, Opatrunki kolagenowe","27,00","28,35","32,17","13,49",Przewlekłe owrzodzenia,,30%,"22,73"
146,Emplastri collagenosa,"Suprasorb C, opatrunek kolagenowy, sterylny 8x12x0,8 cm, opatrunek, 8x12 cm²",1 szt.,4021447013886,2019-01-01,3 lata,"220.9, Opatrunki kolagenowe","54,00","56,70","62,68","26,99",Przewlekłe owrzodzenia,,30%,"43,79"
147,Emplastri collagenosa,"UrgoStart Contact 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546894554863,2019-11-01,3 lata,"220.9, Opatrunki kolagenowe","35,64","37,42","44,27","33,74",Przewlekłe owrzodzenia,,30%,"20,65"
148,Emplastri collagenosa,"UrgoStart Contact 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546894554870,2019-11-01,3 lata,"220.9, Opatrunki kolagenowe","69,12","72,58","84,34","84,34",Przewlekłe owrzodzenia,,30%,"25,30"
149,Emplastri collagenosa,"UrgoStart Plus Border 12x12 cm, opatrunek na rany, 144 cm²",1 szt.,3546894530669,2019-11-01,3 lata,"220.9, Opatrunki kolagenowe","43,89","46,08","53,81","40,48",Przewlekłe owrzodzenia,,30%,"25,47"
150,Emplastri collagenosa,"UrgoStart Plus Border 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546894549517,2019-11-01,3 lata,"220.9, Opatrunki kolagenowe","69,12","72,58","84,34","84,34",Przewlekłe owrzodzenia,,30%,"25,30"
151,Emplastri collagenosa,"UrgoStart Plus Pad 10x12 cm, opatrunek na rany, 120 cm²",1 szt.,3546894554887,2019-11-01,3 lata,"220.9, Opatrunki kolagenowe","35,64","37,42","44,27","33,74",Przewlekłe owrzodzenia,,30%,"20,65"
152,Emplastri collagenosa,"UrgoStart Plus Pad 15x20 cm, opatrunek na rany, 300 cm²",1 szt.,3546894554894,2019-11-01,3 lata,"220.9, Opatrunki kolagenowe","69,12","72,58","84,34","84,34",Przewlekłe owrzodzenia,,30%,"25,30"
153,Emplastri conlativi,"Clean WND, opatrunek specjalistyczny, 15x20 cm²",1 szt.,8681349103922,2019-11-01,3 lata,"220.3, Opatrunki regulujące poziom wilgotności rany z dodatkami","15,07","15,82","20,48","20,48",Przewlekłe owrzodzenia,,30%,"6,14"
