LP,Substancja czynna,Nazwa  postać i dawka leku,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Wysokość limitu finansowania,Oznaczenie załącznika zawierającego zakres wskazań objętych refundacją  wg ICD 10 ,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
96,Carboplatinum,"Carbomedac, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. po 15 ml,05909990816163,2021-05-01,3 lata,"1005.0, Carboplatinum","39,96","41,96","41,96",C.6.,bezpłatny,0
97,Carboplatinum,"Carbomedac, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. po 45 ml,05909990816170,2021-05-01,3 lata,"1005.0, Carboplatinum","102,06","107,16","107,16",C.6.,bezpłatny,0
95,Carboplatinum,"Carbomedac, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. po 5 ml,05909990816156,2021-05-01,3 lata,"1005.0, Carboplatinum","18,25","19,16","19,16",C.6.,bezpłatny,0
93,Carboplatinum,"Carbomedac, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. po 60 ml,05909990816187,2021-05-01,3 lata,"1005.0, Carboplatinum","170,64","179,17","179,17",C.6.,bezpłatny,0
101,Carboplatinum,"Carboplatin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. 5 ml,05909990450015,2022-09-01,3 lata,"1005.0, Carboplatinum","24,62","25,85","25,85",C.6.,bezpłatny,0
98,Carboplatinum,"Carboplatin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 15 ml,05909990450022,2022-01-01,3 lata,"1005.0, Carboplatinum","45,90","48,20","48,20",C.6.,bezpłatny,0
99,Carboplatinum,"Carboplatin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 45 ml,05909990450039,2022-01-01,3 lata,"1005.0, Carboplatinum","139,32","146,29","146,29",C.6.,bezpłatny,0
100,Carboplatinum,"Carboplatin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 60 ml,05909990662753,2022-01-01,3 lata,"1005.0, Carboplatinum","186,84","196,18","196,18",C.6.,bezpłatny,0
104,Carboplatinum,"Carboplatin Accord, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. a 15 ml,05909990776733,2021-03-01,3 lata,"1005.0, Carboplatinum","36,72","38,56","38,56",C.6.,bezpłatny,0
105,Carboplatinum,"Carboplatin Accord, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol. a 45 ml,05909990776740,2021-03-01,3 lata,"1005.0, Carboplatinum","104,76","110,00","110,00",C.6.,bezpłatny,0
102,Carboplatinum,"Carboplatin Accord, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 5 ml,05909990776726,2022-01-01,3 lata,"1005.0, Carboplatinum","12,74","13,38","13,38",C.6.,bezpłatny,0
103,Carboplatinum,"Carboplatin Accord, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 60 ml,05909990851058,2022-07-01,3 lata,"1005.0, Carboplatinum","131,76","138,35","138,35",C.6.,bezpłatny,0
107,Carboplatinum,"Carboplatin Pfizer, roztwór do wstrzykiwań, 10 mg/ml",1 fiol.po 15 ml,05909990477425,2022-01-01,3 lata,"1005.0, Carboplatinum","41,90","44,00","44,00",C.6.,bezpłatny,0
108,Carboplatinum,"Carboplatin Pfizer, roztwór do wstrzykiwań, 10 mg/ml",1 fiol.po 45 ml,05909990477432,2022-01-01,3 lata,"1005.0, Carboplatinum","102,06","107,16","107,16",C.6.,bezpłatny,0
106,Carboplatinum,"Carboplatin Pfizer, roztwór do wstrzykiwań, 10 mg/ml",1 fiol.po 5 ml,05909990477418,2022-07-01,3 lata,"1005.0, Carboplatinum","24,84","26,08","26,08",C.6.,bezpłatny,0
109,Chlorambucilum,"Leukeran, tabl. powl., 2 mg",25 szt.,05909990345618,2022-07-01,3 lata,"1099.0, Chlorambucilum","76,68","80,51","80,51",C.8.,bezpłatny,0
110,Ciclosporinum,"Sandimmun , koncentrat do sporządzania roztworu do infuzji, 50 mg/ml",10 amp. po 1 ml,05909990119813,2022-01-01,3 lata,"1007.0, Ciclosporinum","118,80","124,74","124,74",C.10.,bezpłatny,0
113,Cisplatinum,"Cisplatin-Ebewe, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.a 100 ml,05909990958535,2021-03-01,3 lata,"1008.0, Cisplatinum","71,28","74,84","74,84",C.11.,bezpłatny,0
111,Cisplatinum,"Cisplatin-Ebewe, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.po 10 ml,05909990958481,2022-11-01,3 lata,"1008.0, Cisplatinum","9,03","9,48","9,48",C.11.,bezpłatny,0
112,Cisplatinum,"Cisplatin-Ebewe, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.po 50 ml,05909990958504,2022-11-01,3 lata,"1008.0, Cisplatinum","42,12","44,23","44,23",C.11.,bezpłatny,0
114,Cisplatinum,"Cisplatinum Accord, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol. a 10 ml,05909990838745,2021-03-01,3 lata,"1008.0, Cisplatinum","6,26","6,57","6,57",C.11.,bezpłatny,0
116,Cisplatinum,"Cisplatinum Accord, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol. a 100 ml,05909990894772,2021-03-01,3 lata,"1008.0, Cisplatinum","62,64","65,77","65,77",C.11.,bezpłatny,0
115,Cisplatinum,"Cisplatinum Accord, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol. a 50 ml,05909990838769,2021-03-01,3 lata,"1008.0, Cisplatinum","31,32","32,89","32,89",C.11.,bezpłatny,0
117,Cladribinum,"Biodribin, roztwór do infuzji, 10 mg",1 fiol.po 10 ml,05909990713417,2022-07-01,3 lata,"1009.0, Cladribinum","493,34","518,01","518,01",C.12.,bezpłatny,0
118,Clofarabinum,"Clofarabine Norameda, koncentrat do sporządzania roztworu do infuzji, 1 mg/ml",1 fiol.po 20 ml,05909991385569,2022-07-01,3 lata,"1111.0, Klofarabina","2656,80","2789,64","2789,64",C.66.a.; C.66.b.,bezpłatny,0
119,Cyclophosphamidum,"Endoxan, proszek do sporządzenia roztworu do wstrzykiwań, 1000 mg",1 fiol.,05909990241019,2022-01-01,3 lata,"1010.1, Cyclophosphamidum inj.","54,96","57,71","57,71",C.13.,bezpłatny,0
120,Cyclophosphamidum,"Endoxan, proszek do sporządzenia roztworu do wstrzykiwań, 200 mg",1 fiol.,05909990240913,2022-01-01,3 lata,"1010.1, Cyclophosphamidum inj.","14,58","15,31","11,54",C.13.,bezpłatny,0
121,Cyclophosphamidum,"Endoxan, tabl. drażowane, 50 mg",50 szt. (5 blist.po 10 szt.),05909990240814,2022-01-01,3 lata,"1010.2, Cyclophosphamidum p.o.","72,52","76,15","76,15",C.13.,bezpłatny,0
125,Cytarabinum,"Alexan, roztwór do wstrzykiwań, 20 mg/ml",1 fiol.po 5 ml,05909990640188,2022-01-01,3 lata,"1011.1, Cytarabinum","8,42","8,84","8,84",C.14.,bezpłatny,0
122,Cytarabinum,"Alexan, roztwór do infuzji, 50 mg/ml",1 fiol.po 10 ml,05909990181216,2022-01-01,3 lata,"1011.1, Cytarabinum","42,12","44,23","44,23",C.14.,bezpłatny,0
123,Cytarabinum,"Alexan, roztwór do infuzji, 50 mg/ml",1 fiol.po 20 ml,05909990181223,2022-01-01,3 lata,"1011.1, Cytarabinum","84,24","88,45","88,45",C.14.,bezpłatny,0
124,Cytarabinum,"Alexan, roztwór do infuzji, 50 mg/ml",1 fiol.po 40 ml,05909990624935,2022-01-01,3 lata,"1011.1, Cytarabinum","168,48","176,90","176,90",C.14.,bezpłatny,0
126,Dacarbazinum,"Detimedac 100 mg, proszek do sporządzania roztworu do wstrzykiwań lub infuzji, 100 mg",10 fiol.po 100 mg,05909991029500,2021-07-01,3 lata,"1012.0, Dacarbazinum","151,20","158,76","158,76",C.16.,bezpłatny,0
127,Dacarbazinum,"Detimedac 1000 mg, proszek do sporządzania roztworu do infuzji, 1000 mg",1 fiol.po 1000 mg,05909991029807,2021-07-01,3 lata,"1012.0, Dacarbazinum","151,20","158,76","158,76",C.16.,bezpłatny,0
128,Dacarbazinum,"Detimedac 200 mg, proszek do sporządzania roztworu do wstrzykiwań lub infuzji, 200 mg",10 fiol.po 200 mg,05909991029609,2021-07-01,3 lata,"1012.0, Dacarbazinum","302,40","317,52","317,52",C.16.,bezpłatny,0
129,Dacarbazinum,"Detimedac 500 mg, proszek do sporządzania roztworu do infuzji, 500 mg",1 fiol.po 500 mg,05909991029708,2021-07-01,3 lata,"1012.0, Dacarbazinum","75,60","79,38","79,38",C.16.,bezpłatny,0
130,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 500 μg/ml",1 amp.-strz.po 1 ml,05909990739035,2021-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","2771,17","2909,73","2909,73",C.0.03.,bezpłatny,0
131,Darbepoetinum alfa,"Aranesp, roztwór do wstrzykiwań, 500 μg/ml",1 wstrz.po 1 ml,05909990340330,2021-07-01,3 lata,"1043.1, czynniki stymulujące erytropoezę - darbepoetyna","2771,17","2909,73","2909,73",C.0.03.,bezpłatny,0
132,Daunorubicini hydrochloridum + Cytarabinum,"Vyxeos liposomal, proszek do sporządzania koncentratu roztworu do infuzji, 44 + 100 mg",1 fiol.,00368727109827,2022-09-01,2 lata,"1011.3, Daunorubicyna + Cytarabina","23878,80","25072,74","25072,74",C.83.,bezpłatny,0
133,Dexamethasoni phosphas,"Demezon, roztwór do wstrzykiwań, 8 mg/ml","1 amp. 2,5 ml",05907464420755,2020-09-01,3 lata,"1161.0, Deksametazon w postaci do wstrzykiwań","14,58","15,31","15,31",C.0.17.,bezpłatny,0
134,Dexamethasoni phosphas,"Dexamethasone phosphate SF, roztwór do wstrzykiwań, 4 mg/ml",5 amp. 1 ml,05907464420700,2021-05-01,3 lata,"1161.0, Deksametazon w postaci do wstrzykiwań","18,36","19,28","15,31",C.0.17.,bezpłatny,0
135,Docetaxelum,"Docetaxel - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 16 ml,05909990850280,2022-07-01,3 lata,"1013.0, Docetaxelum","432,00","453,60","453,60",C.19.,bezpłatny,0
136,Docetaxelum,"Docetaxel - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 2 ml,05909990777006,2022-07-01,3 lata,"1013.0, Docetaxelum","54,00","56,70","56,70",C.19.,bezpłatny,0
137,Docetaxelum,"Docetaxel - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg/ml",1 fiol.po 8 ml,05909990777020,2022-07-01,3 lata,"1013.0, Docetaxelum","216,00","226,80","226,80",C.19.,bezpłatny,0
138,Docetaxelum,"Docetaxel Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 1 ml,05909990994557,2023-03-01,3 lata,"1013.0, Docetaxelum","32,40","34,02","34,02",C.19.,bezpłatny,0
139,Docetaxelum,"Docetaxel Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 4 ml,05909990994564,2023-03-01,3 lata,"1013.0, Docetaxelum","129,60","136,08","136,08",C.19.,bezpłatny,0
140,Docetaxelum,"Docetaxel Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 8 ml,05909990994601,2023-03-01,3 lata,"1013.0, Docetaxelum","259,20","272,16","272,16",C.19.,bezpłatny,0
142,Doxorubicini hydrochloridum,"Adriblastina PFS, roztwór do wstrzykiwań, 2 mg/ml",1 fiol.po 25 ml,05909990471027,2022-01-01,3 lata,"1014.1, Doxorubicinum","36,72","38,56","38,56",C.20.,bezpłatny,0
141,Doxorubicini hydrochloridum,"Adriblastina PFS, roztwór do wstrzykiwań, 2 mg/ml",1 fiol.po 5 ml,05909990471010,2022-07-01,3 lata,"1014.1, Doxorubicinum","10,93","11,48","11,48",C.20.,bezpłatny,0
143,Doxorubicini hydrochloridum,"Doxorubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 10 mg",1 fiol.po 5 ml,05909990429011,2022-07-01,3 lata,"1014.1, Doxorubicinum","8,64","9,07","9,07",C.20.,bezpłatny,0
144,Doxorubicini hydrochloridum,"Doxorubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 100 mg",1 fiol.po 50 ml,05909990614837,2022-07-01,3 lata,"1014.1, Doxorubicinum","82,08","86,18","86,18",C.20.,bezpłatny,0
145,Doxorubicini hydrochloridum,"Doxorubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 200 mg",1 fiol.po 100 ml,05909990614844,2022-07-01,3 lata,"1014.1, Doxorubicinum","164,16","172,37","172,37",C.20.,bezpłatny,0
146,Doxorubicini hydrochloridum,"Doxorubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 50 mg",1 fiol.po 25 ml,05909990429028,2022-07-01,3 lata,"1014.1, Doxorubicinum","41,04","43,09","43,09",C.20.,bezpłatny,0
149,Doxorubicini hydrochloridum,"Doxorubicinum Accord, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 100 ml,05909990851409,2022-07-01,3 lata,"1014.1, Doxorubicinum","120,96","127,01","127,01",C.20.,bezpłatny,0
147,Doxorubicini hydrochloridum,"Doxorubicinum Accord, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 5 ml,05909990851386,2022-03-01,3 lata,"1014.1, Doxorubicinum","6,70","7,04","7,04",C.20.,bezpłatny,0
148,Doxorubicini hydrochloridum,"Doxorubicinum Accord, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 50 ml,05909991141882,2021-11-01,3 lata,"1014.1, Doxorubicinum","61,56","64,64","64,64",C.20.,bezpłatny,0
150,Doxorubicinum,"Caelyx pegylated liposomal, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 10 ml,05909990983018,2022-03-01,3 lata,"1014.3, Doxorubicinum liposomanum pegylatum","1462,86","1536,00","1536,00",C.22.,bezpłatny,0
151,Doxorubicinum,"Doxorubicinum Accord, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol. a 25 ml,05909990851393,2021-03-01,3 lata,"1014.1, Doxorubicinum","30,24","31,75","31,75",C.20.,bezpłatny,0
152,Doxorubicinum,"Myocet liposomal, proszek, dyspersja i rozpuszczalnik do koncentratu do sporządzania dyspersji do infuzji, 50 mg",2 zest. po 3 fiol.,05909990213559,<1>2022-07-01/<2>2021-01-01,3 lata,"1014.2, Doxorubicinum liposomanum nonpegylatum","3580,20","3759,21","3759,21",<1>C.21.a.; <2>C.21.b.,bezpłatny,0
156,Epirubicini hydrochloridum,"Epirubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 100 ml,05909991104344,2022-01-01,3 lata,"1015.0, Epirubicinum","540,00","567,00","567,00",C.23.,bezpłatny,0
154,Epirubicini hydrochloridum,"Epirubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 25 ml,05909991104320,2022-01-01,3 lata,"1015.0, Epirubicinum","135,00","141,75","141,75",C.23.,bezpłatny,0
153,Epirubicini hydrochloridum,"Epirubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 5 ml,05909991104313,2022-01-01,3 lata,"1015.0, Epirubicinum","27,00","28,35","28,35",C.23.,bezpłatny,0
155,Epirubicini hydrochloridum,"Epirubicin - Ebewe, koncentrat do sporządzania roztworu do infuzji, 2 mg/ml",1 fiol.po 50 ml,05909991104337,2022-01-01,3 lata,"1015.0, Epirubicinum","270,00","283,50","283,50",C.23.,bezpłatny,0
158,Epirubicini hydrochloridum,"Epirubicin Accord, roztwór do wstrzykiwań lub infuzji, 2 mg/ml",1 fiol. a 25 ml,05909990796397,2022-03-01,3 lata,"1015.0, Epirubicinum","124,20","130,41","130,41",C.23.,bezpłatny,0
157,Epirubicini hydrochloridum,"Epirubicin Accord, roztwór do wstrzykiwań lub infuzji, 2 mg/ml",1 fiol. a 5 ml,05909990796373,2021-11-01,3 lata,"1015.0, Epirubicinum","24,84","26,08","26,08",C.23.,bezpłatny,0
159,Epirubicini hydrochloridum,"Epirubicin Accord, roztwór do wstrzykiwań lub infuzji, 2 mg/ml",1 fiol.po 50 ml,05909991029869,2023-01-01,3 lata,"1015.0, Epirubicinum","248,40","260,82","260,82",C.23.,bezpłatny,0
160,Epoetinum alfa,"Binocrit, roztwór do wstrzykiwań, 5000 j.m./0,5 ml","6 amp.-strz.po 0,5 ml",05909990072477,2023-01-01,3 lata,"1043.0, czynniki stymulujące erytropoezę","648,00","680,40","680,40",C.0.04.,bezpłatny,0
161,Erlotinibi hydrochloridum,"Erlotinib Krka, tabl. powl., 100 mg",30 szt.,03838989722128,2020-11-01,3 lata,"1085.0, Erlotinib","720,00","756,00","756,00",C.81.,bezpłatny,0
162,Erlotinibi hydrochloridum,"Erlotinib Krka, tabl. powl., 150 mg",30 szt.,03838989722135,2020-11-01,3 lata,"1085.0, Erlotinib","1080,00","1134,00","1134,00",C.81.,bezpłatny,0
163,Erlotinibum,"Erlotinib Zentiva, tabl. powl., 100 mg",30 szt.,05909991417680,2020-09-01,3 lata,"1085.0, Erlotinib","721,08","757,13","756,00",C.81.,bezpłatny,0
164,Erlotinibum,"Erlotinib Zentiva, tabl. powl., 150 mg",30 szt.,05909991417697,2020-09-01,3 lata,"1085.0, Erlotinib","1080,00","1134,00","1134,00",C.81.,bezpłatny,0
165,Erlotinibum,"Erlotinib Zentiva, tabl. powl., 25 mg",30 szt.,05909991417673,2020-09-01,3 lata,"1085.0, Erlotinib","388,80","408,24","189,00",C.81.,bezpłatny,0
166,Erlotinibum,"Tarceva, tabl. powl., 100 mg",30 szt.,05909990334278,2020-09-01,3 lata,"1085.0, Erlotinib","6588,00","6917,40","756,00",C.81.,bezpłatny,0
167,Erlotinibum,"Tarceva, tabl. powl., 150 mg",30 szt.,05909990334285,2020-09-01,3 lata,"1085.0, Erlotinib","8208,00","8618,40","1134,00",C.81.,bezpłatny,0
168,Erlotinibum,"Tarceva, tabl. powl., 25 mg",30 szt.,05909990334261,2020-09-01,3 lata,"1085.0, Erlotinib","1965,60","2063,88","189,00",C.81.,bezpłatny,0
169,Etoposidum,"Etoposid - Ebewe, koncentrat do sporządzania roztworu do infuzji, 100 mg",1 fiol.po 5 ml,05909990776115,2022-07-01,3 lata,"1016.0, Etoposidum","20,52","21,55","21,55",C.24.,bezpłatny,0
170,Etoposidum,"Etoposid - Ebewe, koncentrat do sporządzania roztworu do infuzji, 200 mg",1 fiol.po 10 ml,05909990776214,2022-07-01,3 lata,"1016.0, Etoposidum","41,04","43,09","43,09",C.24.,bezpłatny,0
171,Etoposidum,"Etoposid - Ebewe, koncentrat do sporządzania roztworu do infuzji, 400 mg",1 fiol.po 20 ml,05909990776313,2022-07-01,3 lata,"1016.0, Etoposidum","82,08","86,18","86,18",C.24.,bezpłatny,0
172,Etoposidum,"Etoposid - Ebewe, koncentrat do sporządzania roztworu do infuzji, 50 mg","1 fiol.po 2,5 ml",05909990776016,2022-07-01,3 lata,"1016.0, Etoposidum","12,31","12,93","12,93",C.24.,bezpłatny,0
173,Etoposidum,"Etopozyd Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 10 ml,05909991233297,2022-05-01,3 lata,"1016.0, Etoposidum","30,13","31,64","31,64",C.24.,bezpłatny,0
174,Etoposidum,"Etopozyd Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 20 ml,05909991233303,2022-05-01,3 lata,"1016.0, Etoposidum","60,37","63,39","63,39",C.24.,bezpłatny,0
175,Etoposidum,"Etopozyd Accord, koncentrat do sporządzania roztworu do infuzji, 20 mg/ml",1 fiol.po 5 ml,05909991198121,2023-03-01,3 lata,"1016.0, Etoposidum","20,52","21,55","21,55",C.24.,bezpłatny,0
176,Filgrastimum,"Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0,5 ml",1 amp.-strz.,05055565713846,2023-01-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","57,24","60,10","58,32",C.0.06.,bezpłatny,0
177,Filgrastimum,"Accofil, roztwór do wstrzykiwań lub infuzji, 30 mln j./0,5 ml",5 amp.-strz.,05055565713860,2023-01-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","286,20","300,51","291,60",C.0.06.,bezpłatny,0
178,Filgrastimum,"Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0,5 ml",1 amp.-strz.,05055565713853,2023-01-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","91,58","96,16","93,31",C.0.06.,bezpłatny,0
179,Filgrastimum,"Accofil, roztwór do wstrzykiwań lub infuzji, 48 mln j./0,5 ml",5 amp.-strz.,05055565713877,2023-01-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","457,92","480,82","466,56",C.0.06.,bezpłatny,0
180,Filgrastimum,"Zarzio, roztwór do wstrzykiwań lub infuzji, 30 mln j/0,5 ml","1 amp.-strz.po 0,5 ml",05909990687763,2022-01-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","81,32","85,39","58,32",C.0.06.,bezpłatny,0
181,Filgrastimum,"Zarzio, roztwór do wstrzykiwań lub infuzji, 30 mln j./0,5 ml",5 amp.-strz.,05909990687787,2021-11-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","219,45","230,42","230,42",C.0.06.,bezpłatny,0
183,Filgrastimum,"Zarzio, roztwór do wstrzykiwań lub infuzji, 48 mln j/0,5 ml","1 amp.-strz.po 0,5 ml",05909990687800,2022-01-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","115,52","121,30","93,31",C.0.06.,bezpłatny,0
182,Filgrastimum,"Zarzio, roztwór do wstrzykiwań lub infuzji, 48 mln j./0,5 ml",5 amp.-strz.,05909990687848,2021-11-01,3 lata,"1045.0, czynniki stymulujące granulopoezę","351,17","368,73","368,73",C.0.06.,bezpłatny,0
184,Fludarabini phosphas,"Fludara Oral, tabl. powl., 10 mg",20 szt.,05909991183325,2022-07-01,3 lata,"1017.2, Fludarabinum p.o.","1554,12","1631,83","1631,83",C.25.,bezpłatny,0
185,Fluorouracilum,"5 Fluorouracil - Ebewe, roztwór do wstrzykiwań i infuzji, 1000 mg",1 fiol.po 20 ml,05909990450633,2022-07-01,3 lata,"1018.0, Fluorouracilum","14,57","15,30","15,20",C.26.,bezpłatny,0
186,Fluorouracilum,"5-Fluorouracil-Ebewe, roztwór do wstrzykiwań i infuzji, 500 mg",1 fiol.po 100 ml,05909990336258,2022-01-01,3 lata,"1018.0, Fluorouracilum","72,36","75,98","75,98",C.26.,bezpłatny,0
187,Fluorouracilum,"Fluorouracil Accord, roztwór do wstrzykiwań lub infuzji, 50 mg/ml",1 fiol. a 10 ml,05909990774784,2021-03-01,3 lata,"1018.0, Fluorouracilum","6,05","6,35","6,35",C.26.,bezpłatny,0
189,Fluorouracilum,"Fluorouracil Accord, roztwór do wstrzykiwań lub infuzji, 50 mg/ml",1 fiol. a 100 ml,05909990774807,2021-03-01,3 lata,"1018.0, Fluorouracilum","60,48","63,50","63,50",C.26.,bezpłatny,0
188,Fluorouracilum,"Fluorouracil Accord, roztwór do wstrzykiwań lub infuzji, 50 mg/ml",1 fiol. a 20 ml,05909990774791,2021-03-01,3 lata,"1018.0, Fluorouracilum","12,10","12,71","12,71",C.26.,bezpłatny,0
190,Fluorouracilum,"Fluorouracil medac, roztwór do wstrzykiwań, 50 mg/ml",1 fiol.po 10 ml,05909990477814,2022-01-01,3 lata,"1018.0, Fluorouracilum","7,45","7,82","7,60",C.26.,bezpłatny,0
192,Fluorouracilum,"Fluorouracil medac, roztwór do wstrzykiwań, 50 mg/ml",1 fiol.po 100 ml,05909990478019,2022-01-01,3 lata,"1018.0, Fluorouracilum","72,36","75,98","75,98",C.26.,bezpłatny,0
191,Fluorouracilum,"Fluorouracil medac, roztwór do wstrzykiwań, 50 mg/ml",1 fiol.po 20 ml,05909990477913,2022-01-01,3 lata,"1018.0, Fluorouracilum","14,36","15,08","15,08",C.26.,bezpłatny,0
193,Fulvestrantum,"Fulvestrant EVER Pharma, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",2 amp.-strz.po 5 ml,05909991411022,2021-07-01,3 lata,"1019.0, Fulvestrant","518,40","544,32","544,32",C.27.,bezpłatny,0
194,Fulvestrantum,"Fulvestrant Glenmark, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991441777,2021-07-01,3 lata,"1019.0, Fulvestrant","603,72","633,91","633,91",C.27.,bezpłatny,0
195,Fulvestrantum,"Fulvestrant Mylan, roztwór do wstrzykiwań, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05901797710026,2021-07-01,3 lata,"1019.0, Fulvestrant","518,40","544,32","544,32",C.27.,bezpłatny,0
196,Fulvestrantum,"Fulvestrant Pharmascience, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991441630,2021-05-01,3 lata,"1019.0, Fulvestrant","614,52","645,25","633,91",C.27.,bezpłatny,0
197,Fulvestrantum,"Fulvestrant Sandoz, roztwór do wstrzykiwań, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991250683,2021-05-01,3 lata,"1019.0, Fulvestrant","621,00","652,05","633,91",C.27.,bezpłatny,0
198,Fulvestrantum,"Fulvestrant Stada, roztwór do wstrzykiwań, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991422189,2021-09-01,3 lata,"1019.0, Fulvestrant","507,60","532,98","532,98",C.27.,bezpłatny,0
199,Fulvestrantum,"Fulvestrant SUN, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991389765,2021-07-01,3 lata,"1019.0, Fulvestrant","518,40","544,32","544,32",C.27.,bezpłatny,0
200,Fulvestrantum,"Fulvestrant Teva, roztwór do wstrzykiwań, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991317331,2021-01-01,3 lata,"1019.0, Fulvestrant","777,60","816,48","633,91",C.27.,bezpłatny,0
202,Fulvestrantum,"Fulvestrant Vipharm, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",1 amp.-strzyk. z zabezpieczeniem,05901812161871,2022-03-01,3 lata,"1019.0, Fulvestrant","253,80","266,49","266,49",C.27.,bezpłatny,0
201,Fulvestrantum,"Fulvestrant Vipharm, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",2 amp.-strzyk. z zabezpieczeniem,05901812161888,2022-03-01,3 lata,"1019.0, Fulvestrant","507,60","532,98","532,98",C.27.,bezpłatny,0
203,Fulvestrantum,"Fulvestrant Zentiva, roztwór do wstrzykiwań w ampułko-strzykawce, 250 mg/5 ml",2 amp.-strz.po 5 ml,05909991441562,2021-07-01,3 lata,"1019.0, Fulvestrant","518,40","544,32","544,32",C.27.,bezpłatny,0
204,Fulvestrantum,"Fulwestrant Accord, roztwór do wstrzykiwań, 250 mg/5 ml",2 amp.-strz.po 5 ml + 2 igły,05909991399221,2021-07-01,3 lata,"1019.0, Fulvestrant","516,24","542,05","542,05",C.27.,bezpłatny,0
