LP,Substancja czynna,Nazwa  postać i dawka,Zawartość opakowania,Numer GTIN lub inny kod jednoznacznie identyfikujący produkt,Termin wejścia w życie decyzji,Okres obowiązywania decyzji,Grupa limitowa,Urzędowa cena zbytu,Cena hurtowa brutto,Cena detaliczna,Wysokość limitu finansowania,Zakres wskazań objętych refundacją,Zakres wskazań pozarejestracyjnych objętych refundacją,Poziom odpłatności,Wysokość dopłaty świadczeniobiorcy
894,Ciclosporinum,"Ikervis, krople do oczu, emulsja, 1 mg/ml","30 poj. 0,3 ml",04987084303585,2022-09-01,2 lata,"257.0, Cyklosporyna","347,76","365,15","386,78","386,78","Ciężkie zapalenie rogówki u dorosłych pacjentów z zespołem suchego oka, u których nie nastąpiła poprawa pomimo stosowania preparatów sztucznych łez",,30%,"116,03"
895,Ciclosporinum,"Sandimmun Neoral, kaps. miękkie, 10 mg",60 szt.,05909990406111,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-07-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","137.1, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - inhibitory kalcyneuryny - cyklosporyna do stosowania doustnego - stałe postacie farmaceutyczne","46,72","49,06","55,86","32,13",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"<1>choroby autoimmunizacyjne inne niż określone w ChPL; zespół Alporta z białkomoczem u dzieci do 18 roku życia; anemia aplastyczna u dzieci do 18 roku życia; nieswoiste zapalenie jelit u dzieci do 18 roku życia; <2>aplazja lub hipoplazja szpiku kostnego; białaczka z dużych granularnych limfocytów T; wybiórcza aplazja układu czerwonokrwinkowego; zespół aktywacji makrofagów; zespół hemofagocytowy; małopłytkowość oporna na leczenie; zespół mielodysplastyczny - leczenie paliatywne; stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,"26,93"
896,Ciclosporinum,"Sandimmun Neoral, kaps. miękkie, 100 mg",50 szt.,05909990336814,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-07-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","137.1, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - inhibitory kalcyneuryny - cyklosporyna do stosowania doustnego - stałe postacie farmaceutyczne","245,01","257,26","275,73","267,74",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"<1>choroby autoimmunizacyjne inne niż określone w ChPL; zespół Alporta z białkomoczem u dzieci do 18 roku życia; anemia aplastyczna u dzieci do 18 roku życia; nieswoiste zapalenie jelit u dzieci do 18 roku życia; <2>aplazja lub hipoplazja szpiku kostnego; białaczka z dużych granularnych limfocytów T; wybiórcza aplazja układu czerwonokrwinkowego; zespół aktywacji makrofagów; zespół hemofagocytowy; małopłytkowość oporna na leczenie; zespół mielodysplastyczny - leczenie paliatywne; stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,"11,19"
897,Ciclosporinum,"Sandimmun Neoral, roztwór doustny, 100 mg/ml",50 ml,05909990336913,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-07-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","138.2, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - inhibitory kalcyneuryny - cyklosporyna do stosowania doustnego - płynne postacie farmaceutyczne","307,30","322,67","342,44","310,64",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"<1>choroby autoimmunizacyjne inne niż określone w ChPL; zespół Alporta z białkomoczem u dzieci do 18 roku życia; anemia aplastyczna u dzieci do 18 roku życia; nieswoiste zapalenie jelit u dzieci do 18 roku życia; <2>aplazja lub hipoplazja szpiku kostnego; białaczka z dużych granularnych limfocytów T; wybiórcza aplazja układu czerwonokrwinkowego; zespół aktywacji makrofagów; zespół hemofagocytowy; małopłytkowość oporna na leczenie; zespół mielodysplastyczny - leczenie paliatywne; stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,"35,00"
898,Ciclosporinum,"Sandimmun Neoral, kaps. miękkie, 25 mg",50 szt.,05909990336616,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-07-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","137.1, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - inhibitory kalcyneuryny - cyklosporyna do stosowania doustnego - stałe postacie farmaceutyczne","61,19","64,25","74,72","66,94",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"<1>choroby autoimmunizacyjne inne niż określone w ChPL; zespół Alporta z białkomoczem u dzieci do 18 roku życia; anemia aplastyczna u dzieci do 18 roku życia; nieswoiste zapalenie jelit u dzieci do 18 roku życia; <2>aplazja lub hipoplazja szpiku kostnego; białaczka z dużych granularnych limfocytów T; wybiórcza aplazja układu czerwonokrwinkowego; zespół aktywacji makrofagów; zespół hemofagocytowy; małopłytkowość oporna na leczenie; zespół mielodysplastyczny - leczenie paliatywne; stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,"10,98"
899,Ciclosporinum,"Sandimmun Neoral, kaps. miękkie, 50 mg",50 szt.,05909990336715,"2022-01-01  - dla kolumny M, <1>2022-03-01/<2>2022-07-01  - dla kolumny N","3 lata - dla kolumny M, 3 lata - dla kolumny N","137.1, Leki przeciwnowotworowe i immunomodulujące - leki immunosupresyjne - inhibitory kalcyneuryny - cyklosporyna do stosowania doustnego - stałe postacie farmaceutyczne","122,18","128,29","142,76","133,87",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,"<1>choroby autoimmunizacyjne inne niż określone w ChPL; zespół Alporta z białkomoczem u dzieci do 18 roku życia; anemia aplastyczna u dzieci do 18 roku życia; nieswoiste zapalenie jelit u dzieci do 18 roku życia; <2>aplazja lub hipoplazja szpiku kostnego; białaczka z dużych granularnych limfocytów T; wybiórcza aplazja układu czerwonokrwinkowego; zespół aktywacji makrofagów; zespół hemofagocytowy; małopłytkowość oporna na leczenie; zespół mielodysplastyczny - leczenie paliatywne; stan po przeszczepie kończyny, rogówki, tkanek lub komórek",ryczałt,"12,09"
900,Cilazaprilum,"Cazaprol, tabl. powl., 1 mg",30 szt.,05909990678648,2022-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","7,70","8,09","8,74","2,22",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"8,74"
901,Cilazaprilum,"Cazaprol, tabl. powl., 2.5 mg",28 szt.,05909990678655,2022-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","11,93","12,53","14,05","5,18",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"12,07"
902,Cilazaprilum,"Cazaprol, tabl. powl., 5 mg",28 szt.,05909990678679,2022-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","19,35","20,32","23,10","10,37",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"18,70"
903,Cilazaprilum,"Cilan, tabl. powl., 1 mg",30 szt.,05909990066667,2022-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","10,26","10,77","11,42","2,22",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"11,42"
904,Cilazaprilum,"Cilan, tabl. powl., 2.5 mg",30 szt.,05909990066780,2022-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","13,82","14,51","16,15","5,56",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"13,79"
905,Cilazaprilum,"Cilan, tabl. powl., 5 mg",30 szt.,05909990066803,2022-01-01,3 lata,"44.0, Inhibitory konwertazy angiotensyny - produkty jednoskładnikowe i złożone","22,02","23,12","26,07","11,11",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"21,36"
906,Ciprofibratum,"Lipanor, kaps., 100 mg",30 szt.,05909990376612,2022-01-01,3 lata,"47.0, Leki wpływające na gospodarkę lipidową - fibraty","18,60","19,53","23,88","18,23",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"11,12"
907,Ciprofloxacinum,"Ciphin 500, tabl. powl., 500 mg",10 szt.,05909990499113,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","7,56","7,94","10,94","10,94",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"5,47"
908,Ciprofloxacinum,"Ciprinol, tabl. powl., 250 mg",10 szt.,05909990066414,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","5,36","5,63","7,30","5,67",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"4,47"
909,Ciprofloxacinum,"Ciprinol, tabl. powl., 500 mg",10 szt.,05909990066216,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","7,83","8,22","11,22","11,22",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"5,61"
910,Ciprofloxacinum,"Cipronex, tabl. powl., 250 mg",10 szt.,05909990308514,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","5,39","5,66","7,33","5,67",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"4,50"
911,Ciprofloxacinum,"Cipronex, tabl. powl., 500 mg",10 szt.,05909990334964,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","7,94","8,34","11,34","11,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"5,67"
912,Ciprofloxacinum,"Cipropol, tabl. powl., 500 mg",10 szt.,05909990729012,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","8,10","8,51","11,51","11,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"5,84"
913,Ciprofloxacinum,"Proxacin 250, tabl. powl., 250 mg",10 szt.,05909991033514,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","4,86","5,10","6,77","5,67",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"3,94"
914,Ciprofloxacinum,"Proxacin 500, tabl. powl., 500 mg",10 szt.,05909991033613,2022-01-01,3 lata,"105.0, Chinolonowe leki przeciwbakteryjne - fluorochinolony do stosowania doustnego","7,78","8,17","11,16","11,16",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"5,58"
915,Clarithromycinum,"Apiclar, tabl. powl., 250 mg",14 szt.,05909991311230,2020-09-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","8,69","9,12","12,56","12,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"6,32"
916,Clarithromycinum,"Apiclar, tabl. powl., 500 mg",14 szt.,05909991311285,2020-09-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","17,39","18,26","23,67","23,67",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"11,84"
917,Clarithromycinum,"Fromilid 250, tabl. powl., 250 mg",14 szt.,05909990773626,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","14,63","15,36","18,80","12,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"12,56"
918,Clarithromycinum,"Fromilid 500, tabl. powl., 500 mg",14 szt.,05909990781010,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","19,44","20,41","25,82","24,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"13,34"
919,Clarithromycinum,"Fromilid 500, tabl. powl., 500 mg",28 szt.,05909991036546,2021-05-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","37,80","39,69","48,06","48,06",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"24,03"
920,Clarithromycinum,"Klabax, tabl. powl., 250 mg",14 szt. (1 blist.po 14 szt.),05909990081165,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","14,58","15,31","18,75","12,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"12,51"
921,Clarithromycinum,"Klabax, tabl. powl., 500 mg",14 szt.,05909990045532,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","18,63","19,56","24,97","24,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"12,49"
922,Clarithromycinum,"Klabax, tabl. powl., 500 mg",20 szt.,05909990045549,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","26,78","28,12","34,81","34,81",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"17,41"
923,Clarithromycinum,"Klabax 125 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml",1 but.po 100 ml,05909990620654,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","20,30","21,32","27,24","27,24",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"13,62"
924,Clarithromycinum,"Klabax 125 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml",1 but.po 60 ml,05909990620647,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","12,18","12,79","17,03","16,41",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"8,83"
925,Clarithromycinum,"Klabax 250 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml",1 but.po 100 ml,05909990620678,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","41,04","43,09","52,15","52,15",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"26,08"
926,Clarithromycinum,"Klabax 250 mg/5 ml, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml",1 but.po 60 ml,05909990620661,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","24,62","25,85","32,47","32,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"16,24"
927,Clarithromycinum,"Klabax EC, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml",1 but.po 100 ml,05909991426453,2021-11-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","20,30","21,32","27,24","27,24",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"13,62"
928,Clarithromycinum,"Klabax EC, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml",1 but.po 60 ml,05909991426446,2021-11-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","12,18","12,79","17,03","16,41",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"8,83"
929,Clarithromycinum,"Klabax EC, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml",1 but.po 100 ml,05909991426477,2021-11-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","41,04","43,09","52,15","52,15",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"26,08"
930,Clarithromycinum,"Klabax EC, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml",1 but.po 60 ml,05909991426491,2021-11-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","24,62","25,85","32,47","32,47",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"16,24"
931,Clarithromycinum,"Klacid, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml",100 ml,05909990331727,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","21,73","22,82","28,74","27,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"15,07"
932,Clarithromycinum,"Klacid, granulat do sporządzania zawiesiny doustnej, 125 mg/5 ml",60 ml,05909990331710,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","13,12","13,78","18,02","16,41",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"9,82"
933,Clarithromycinum,"Klacid, tabl. powl., 250 mg",10 szt.,05909990331819,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","11,88","12,47","15,07","8,92",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"10,61"
934,Clarithromycinum,"Klacid, tabl. powl., 250 mg",14 szt.,05909990331826,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","16,63","17,46","20,90","12,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"14,66"
935,Clarithromycinum,"Klacid, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml",1 but. o 60 ml,05909990780624,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","26,24","27,55","34,16","32,82",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"17,75"
936,Clarithromycinum,"Klacid, granulat do sporządzania zawiesiny doustnej, 250 mg/5 ml",1 but. po 100 ml,05909990780631,2022-01-01,3 lata,"101.1, Antybiotyki makrolidowe do stosowania doustnego - płynne postacie farmaceutyczne","43,47","45,64","54,70","54,70",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"27,35"
937,Clarithromycinum,"Klacid, tabl. powl., 500 mg",14 szt.,05909990719419,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","33,26","34,92","40,33","24,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"27,85"
938,Clarithromycinum,"Klarmin, tabl. powl., 500 mg",14 szt.,05909991030117,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","21,60","22,68","28,09","24,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"15,61"
939,Clarithromycinum,"Taclar, tabl. powl., 500 mg",14 szt.,05909991023416,2022-01-01,3 lata,"101.2, Antybiotyki makrolidowe do stosowania doustnego - stałe postacie farmaceutyczne","22,49","23,61","29,02","24,97",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"16,54"
940,Clindamycinum,"Clindamycin-MIP 300, tabl. powl., 300 mg",16 szt.,05909991001438,2022-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","14,43","15,15","19,68","18,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"10,34"
941,Clindamycinum,"Clindamycin-MIP 600, tabl. powl., 600 mg",12 szt.,05909991001520,2022-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","22,81","23,95","29,86","28,01",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"15,86"
942,Clindamycinum,"Clindamycin-MIP 600, tabl. powl., 600 mg",16 szt.,05909991001537,2021-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","28,86","30,30","37,35","37,35",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"18,68"
943,Clindamycinum,"Clindamycin-MIP 600, tabl. powl., 600 mg",30 szt.,05909991001544,2022-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","57,02","59,87","70,06","70,03",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"35,05"
944,Clindamycinum,"Clindanea, tabl. powl., 600 mg",12 szt.,05909991414207,2021-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","21,60","22,68","28,59","28,01",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"14,59"
945,Clindamycinum,"Dalacin C, kaps., 150 mg",16 szt.,05909990071210,2022-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","7,60","7,98","10,75","9,34",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"6,08"
946,Clindamycinum,"Dalacin C, kaps., 300 mg",16 szt.,05909990306435,2022-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","15,21","15,97","20,50","18,68",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"11,16"
947,Clindamycinum,"Dalacin C, kaps., 75 mg",16 szt.,05909990071111,2022-01-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","6,86","7,20","8,72","4,67",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"6,39"
948,Clindamycinum,"Klimicin, kaps. twarde, 300 mg",16 szt.,05907626707397,2022-05-01,3 lata,"102.2, Antybiotyki linkozamidowe do stosowania doustnego - stałe postacie farmaceutyczne","12,96","13,61","18,14","18,14",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"9,07"
949,Clindamycinum,"Klimicin, roztwór do wstrzykiwań i infuzji, 300 mg/2 ml",5 amp.po 2 ml,05909990067510,2022-01-01,3 lata,"102.1, Antybiotyki linkozamidowe do stosowania pozajelitowego","24,84","26,08","32,49","32,49",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,ryczałt,"3,20"
950,Clobetasoli propionas,"Dermovate, roztwór na skórę, 0.5 mg/ml",50 ml,05909997013800,2022-11-01,3 lata,"56.0, Kortykosteroidy do stosowania na skórę - o dużej sile działania","12,82","13,46","17,51","16,90",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"9,06"
951,Clobetasoli propionas,"Dermovate, roztwór na skórę, 0.5 mg/ml",50 ml,05909997196497,2022-07-01,3 lata,"56.0, Kortykosteroidy do stosowania na skórę - o dużej sile działania","12,83","13,47","17,52","16,90",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"9,07"
952,Clobetasoli propionas,"Dermovate, roztwór na skórę, 0.5 mg/ml",50 ml,05909990369928,2022-01-01,3 lata,"56.0, Kortykosteroidy do stosowania na skórę - o dużej sile działania","16,63","17,46","21,51","16,90",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,50%,"13,06"
953,Clomipramini hydrochloridum,"Anafranil, tabl. powl., 10 mg",30 szt.,05909990294916,2022-01-01,3 lata,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","6,91","7,26","8,70","4,63",Choroby psychiczne lub upośledzenia umysłowe,,bezpłatny do limitu,"4,07"
954,Clomipramini hydrochloridum,"Anafranil, tabl. powl., 25 mg",30 szt.,05909990295012,2022-01-01,3 lata,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","10,91","11,46","14,66","11,57",Choroby psychiczne lub upośledzenia umysłowe,,bezpłatny do limitu,"3,09"
955,Clomipramini hydrochloridum,"Anafranil SR 75, tabl. powl. o przedłużonym uwalnianiu, 75 mg",20 szt.,05909990295111,2022-01-01,3 lata,"183.0, Leki przeciwdepresyjne - trójpierścieniowe","17,17","18,03","23,14","23,14",Choroby psychiczne lub upośledzenia umysłowe,,bezpłatny do limitu,"0,00"
956,Clonazepamum,"Clonazepamum TZF, tabl., 0.5 mg",30 szt.,05909990135615,2022-01-01,3 lata,"158.1, Leki przeciwpadaczkowe do stosowania doustnego - benzodiazepiny","6,48","6,80","8,16","4,46",Padaczka,,ryczałt,"6,90"
957,Clonazepamum,"Clonazepamum TZF, tabl., 2 mg",30 szt.,05909990135516,2022-01-01,3 lata,"158.1, Leki przeciwpadaczkowe do stosowania doustnego - benzodiazepiny","12,96","13,61","17,83","17,83",Padaczka,,ryczałt,"3,20"
958,Clopamidum,"Clopamid VP, tabl., 20 mg",20 szt.,05909990141012,2022-01-01,3 lata,"36.0, Leki moczopędne - tiazydowe i sulfonamidowe","3,74","3,93","7,78","7,78",We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,,30%,"2,33"
959,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt.,05909991251949,2022-05-01,3 lata,"23.1, Doustne leki przeciwpłytkowe - klopidogrel","15,10","15,86","21,22","21,22","Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom, Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania, Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania",,30%,"6,37"
960,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt.,05909991397005,2023-01-01,3 lata,"23.1, Doustne leki przeciwpłytkowe - klopidogrel","15,12","15,88","21,23","21,23","Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom, Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania, Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania",,30%,"6,37"
961,Clopidogrelum,"Agregex, tabl. powl., 75 mg",28 szt.,05909990754748,2022-01-01,3 lata,"23.1, Doustne leki przeciwpłytkowe - klopidogrel","18,35","19,27","24,62","24,62","Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom, Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania, Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania",,30%,"7,39"
962,Clopidogrelum,"Areplex, tabl. powl., 75 mg",28 szt.,05909991167011,2022-01-01,3 lata,"23.1, Doustne leki przeciwpłytkowe - klopidogrel","26,87","28,21","33,56","24,62","Miażdżyca objawowa naczyń wieńcowych leczona stentami metalowymi (do 6 tygodni od implantacji stentu) lub stentami antyrestenotycznymi uwalniającymi leki (do 12 miesięcy od implantacji stentu) w celu zapobiegania zakrzepom, Stan po zawale mięśnia sercowego bez uniesienia odcinka ST do 12 miesięcy stosowania, Stan po zawale mięśnia sercowego z uniesieniem odcinka ST do 30 dni stosowania",,30%,"16,33"
